"rankingString","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","image","photoCount","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","menuWebUrl","openNowText","website","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","neighborhoodLocations/0/id","neighborhoodLocations/0/name","localName","rawRanking","establishmentTypes/0","establishmentTypes/1","priceLevel","phone","type","numberOfReviews","isClosed","subcategories/0","description","locationString","isLongClosed","localAddress","category","id","email","rankingPosition","rankingDenominator","name","rating","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","priceRange","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","address","webUrl","latitude","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22"
"#774 of 1,048 places to eat in Nairobi","Bar","Pub",,,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closes in 15 min","http://www.tipuanagardens.com","1","0","1","2","0","Nairobi","Kenya",,,"Forest Edge",,,,"","2.9614078998565674","Restaurants","Bars & Pubs",,,"RESTAURANT","4","false","Sit down",,"Nairobi","false",,"restaurant","4702669",,"774","833","Tipuana Garden Restaurant","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"Forest Edge, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d4702669-Reviews-Tipuana_Garden_Restaurant-Nairobi.html","-1.3356","36.7669","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#724 of 1,048 places to eat in Nairobi","Contemporary",,,,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Open Now","https://www.facebook.com/PriveeWestlands/","0","1","2","2","0","Nairobi","Kenya","254",,,"First Floor Fortis Tower",,,"","3.008439779281616","Restaurants",,,"+254 791 249359","RESTAURANT","5","false",,,"Nairobi","false",,"restaurant","12227389",,"724","833","Privee","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"First Floor Fortis Tower, Nairobi 254 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d12227389-Reviews-Privee-Nairobi.html","-1.264767","36.80429","Lunch","Dinner",,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#763 of 1,048 places to eat in Nairobi","Chinese",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/18/57/61/a3/caption.jpg","3",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"0","1","0","1","0","Nairobi","Kenya",,,"Arguing Kodhec Rd",,"20484494","Upper Hill Estate","","2.9990694522857666","Restaurants",,,"+254 745 739947","RESTAURANT","2","false",,,"Nairobi","false",,"restaurant","17627158",,"763","833","Canton Sancks Restaurant","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arguing Kodhec Rd, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d17627158-Reviews-Canton_Sancks_Restaurant-Nairobi.html","-1.292494","36.788437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#701 of 1,048 places to eat in Nairobi","American","Indian","African",,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/49/36/7b/a-meal.jpg","1",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"https://www.facebook.com/moodysrestaurantandcoffeeshop/","0","0","0","1","0","Nairobi","Kenya",,,"Mama Ngina Stree","Jubilee Exchange House 1st Floor","20484493","Nairobi Central Business District","","3.0142033100128174","Restaurants",,,"+254 728 415000","RESTAURANT","1","false",,,"Nairobi","false",,"restaurant","17601108",,"701","833","Moody's Restaurant and Coffee Shop","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mama Ngina Stree Jubilee Exchange House 1st Floor, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d17601108-Reviews-Moody_s_Restaurant_and_Coffee_Shop-Nairobi.html","-1.28572","36.82319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#697 of 1,048 places to eat in Nairobi","African","Grill","Pub","Fusion","Healthy",,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/25/7e/d9/caption.jpg","3",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Open Now",,"2","0","0","1","2","Nairobi","Kenya",,,"Zero20 Restaurant & Lounge, Kitisuru","Kitisuru Road, Next To Giza Systems, Peponi Rise, Off Peponi Road, Nairobi",,,"","3.0147736072540283","Restaurants",,,"+254 743 020020","RESTAURANT","5","false",,"Zero20 Restaurant and Lounge is an immersive and seductive hidden gem within Kitisuru, Nairobi, Kenya. We combine art, music and the best of fine dining with infinite flavors connecting everything and everyone. At Zero Twenty, you strut in, sip and savor. We offer an exclusively exquisite experience.","Nairobi","false",,"restaurant","25327258","info@zer020.co.ke","697","833","Zero20 Restaurant & Lounge, Kitisuru","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"Zero20 Restaurant & Lounge, Kitisuru Kitisuru Road, Next To Giza Systems, Peponi Rise, Off Peponi Road, Nairobi, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d25327258-Reviews-Zero20_Restaurant_Lounge_Kitisuru-Nairobi.html","-1.24132","36.78822","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Takeout","Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Television","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi","Accepts Discover","Accepts Credit Cards","Non-smoking restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#761 of 1,048 places to eat in Nairobi","Chinese",,,,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"https://www.facebook.com/gohometaiwanfood/","1","1","0","3","0","Nairobi","Kenya","00100",,"Wood Garden Rd","Second Gate, Off Wood Avenue",,,"","2.9995296001434326","Restaurants",,"$$ - $$$","+254 797 562039","RESTAURANT","5","false",,,"Nairobi","false",,"restaurant","8153460","info@danaffgroup.com","761","833","Chinese Taiwan Restaurant","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood Garden Rd Second Gate, Off Wood Avenue, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d8153460-Reviews-Chinese_Taiwan_Restaurant-Nairobi.html","-1.27718","36.85157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#781 of 1,048 places to eat in Nairobi","African",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/17/d0/e1/53/ta-img-20190601-182716.jpg","3",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"0","1","1","0","0","Nairobi","Kenya",,,"Mfangano","Way To Bus Station","20484493","Nairobi Central Business District","","2.913569450378418","Restaurants",,,,"RESTAURANT","2","false",,,"Nairobi","false",,"restaurant","17561069",,"781","833","Sirange Restaurant","2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mfangano Way To Bus Station, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d17561069-Reviews-Sirange_Restaurant-Nairobi.html","-1.28736","36.828323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#783 of 1,048 places to eat in Nairobi","Chinese",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/15/5e/aa/01/main-restaurant.jpg","9",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"3","0","0","2","1","Nairobi","Kenya",,,"Kingara Rd",,,,"","2.908759117126465","Restaurants",,"$$ - $$$","+254 798 303555","RESTAURANT","6","false",,,"Nairobi","false",,"restaurant","15235410",,"783","833","Macao Restaurant","2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kingara Rd, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d15235410-Reviews-Macao_Restaurant-Nairobi.html","-1.29355","36.76156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#720 of 1,048 places to eat in Nairobi","Indian",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0d/e7/83/f7/arsham-indian-restaurant.jpg","1",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"http://www.gardencitymall.co.ke/dining","0","0","0","1","0","Nairobi","Kenya",,,"Exit 7, Thika Road","Garden City Mall",,,"","3.0101258754730225","Restaurants",,,,"RESTAURANT","1","false",,,"Nairobi","false",,"restaurant","11911964",,"720","833","Arsham","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Exit 7, Thika Road Garden City Mall, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d11911964-Reviews-Arsham-Nairobi.html","-1.22354","36.88755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#766 of 1,048 places to eat in Nairobi",,,,,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"0","3","1","2","1","Nairobi","Kenya","00600",,"Upper Hill, Off Matumbato Road",,,,"","2.986626148223877","Restaurants",,,,"RESTAURANT","7","false",,,"Nairobi","false",,"restaurant","4892088",,"766","833","La Bonne Bouche","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upper Hill, Off Matumbato Road, Nairobi 00600 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d4892088-Reviews-La_Bonne_Bouche-Nairobi.html","-1.3028","36.81741","Dinner",,,,,,"Dinner",,,,,,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#769 of 1,048 places to eat in Nairobi","African",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/15/7f/4b/6b/photo0jpg.jpg","1",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"https://www.facebook.com/Le-63-Lounge-Restaurant-709981462461249/","1","0","1","0","1","Nairobi","Kenya",,,"Langata Road","Inside Uhuru Gardens",,,"","2.975440740585327","Restaurants",,,"+254 722 893612","RESTAURANT","3","false",,,"Nairobi","false",,"restaurant","12929051","le63gardens@gmail.com","769","833","Le 63 Lounge and Restaurant","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Langata Road Inside Uhuru Gardens, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d12929051-Reviews-Le_63_Lounge_and_Restaurant-Nairobi.html","-1.32741","36.71744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#4 of 7 places to eat in Nairobi Region","Steakhouse","African","Grill","Pub","Wine Bar",,,,,,,,,,,,"0",,"3688711","Nairobi Region","District",,"294206","Kenya","Country",,,,,,"Closed Now","https://www.facebook.com/pg/castlegardenshotel","3","0","0","3","1",,"Kenya",,,"Garden Estate Road",,,,"","2.933840751647949","Restaurants",,"$$ - $$$","+254 704 521017","RESTAURANT","7","false",,,"Nairobi Region","false",,"restaurant","15579566",,"4","4","Castle Garden Hotel","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","1200",,,,,"1320","1200",,,,,"1320","1200",,,,,"1320","1200",,,,,"1320","1200",,,,,"1320","540",,,,,"1320","1200",,,,,"Garden Estate Road Kenya","https://www.tripadvisor.com/Restaurant_Review-g3688711-d15579566-Reviews-Castle_Garden_Hotel-Nairobi_Region.html","-1.21922","36.86354","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,"Accepts Credit Cards","Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#775 of 1,048 places to eat in Nairobi",,,,,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"0","1","1","0","0","Nairobi","Kenya",,,"Latema Road","Papaya Building","20484493","Nairobi Central Business District","","2.9394314289093018","Restaurants",,,,"RESTAURANT","2","false",,,"Nairobi","false",,"restaurant","10028966",,"775","832","Papaya","2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Latema Road Papaya Building, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d10028966-Reviews-Papaya-Nairobi.html","-1.28243","36.82536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#782 of 1,048 places to eat in Nairobi","Russian",,,,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"2","1","2","1","1","Nairobi","Kenya",,,"Westlands Road",,,,"","2.9123823642730713","Restaurants",,,"+254 729 476636","RESTAURANT","7","false",,,"Nairobi","false",,"restaurant","6599072","info@ebonyloungenairobi.com","782","833","Ebony Lounge","2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westlands Road, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d6599072-Reviews-Ebony_Lounge-Nairobi.html","-1.26943","36.80873","Drinks",,,,,,"Drinks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#752 of 1,048 places to eat in Nairobi","Chinese","Asian",,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/13/d6/18/f0/caption.jpg","6",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"http://www.facebook.com/Jinjiang-Restaurant-125777158011715","0","0","1","0","0","Nairobi","Kenya","00100",,"259/A Kilimani Rd and Ndemi Road Intersection, Plot",,,,"","3","Restaurants",,"$$ - $$$","+254 707 135781","RESTAURANT","1","false","Sit down","Looking for something different in Nairobi? Make your trip extra special by throwing a 3rd culture in the mix. Our restaurant offers authentic Sichuanese, Northeastern, Cantonese Chinese food, in addition to delicious hotpot. Our chefs are all from China and trained in making the most authentic food. If it's not on the menu, we will try to make it for you. Breakfast, lunch, dinner all available.","Nairobi","false",,"restaurant","13157256","jimmy@thankyo.net","752","833","Jinjiang Chinese Restaurant","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 741 - KES 2,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"259/A Kilimani Rd and Ndemi Road Intersection, Plot, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d13157256-Reviews-Jinjiang_Chinese_Restaurant-Nairobi.html","-1.299266","36.777145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#537 of 1,048 places to eat in Nairobi","Seafood","International","Vegetarian Friendly",,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0f/ec/33/ea/diner-at-osinkiri.jpg","1",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closes in 6 min",,"1","0","2","5","3","Nairobi","Kenya","00508",,"Ring Road Kilimani","Off Lenana Road",,,"","3.0463850498199463","Restaurants",,"$$ - $$$","+254 708 087047","RESTAURANT","11","false","Sit down",,"Nairobi","false",,"restaurant","7239995","osinkirri@gmail.com","537","833","O`Sinkirri","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"Ring Road Kilimani Off Lenana Road, Nairobi 00508 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d7239995-Reviews-O_Sinkirri-Nairobi.html","-1.29889","36.77943","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#780 of 1,048 places to eat in Nairobi","Diner",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/17/2c/0d/fa/java-house.jpg","3",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.javahouseafrica.com/our-menu/",,"http://www.javahouseafrica.com","3","0","2","1","3","Nairobi","Kenya",,,"Ngong Road","Junction Mall",,,"","2.9346699714660645","Restaurants",,"$","+254 725 783402","RESTAURANT","9","false","Café",,"Nairobi","false",,"restaurant","14109896",,"780","833","Java House","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 22,235 - KES 222,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ngong Road Junction Mall, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d14109896-Reviews-Java_House-Nairobi.html","-1.298387","36.76185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#784 of 1,048 places to eat in Nairobi","Diner",,,,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.javahouseafrica.com/our-menu/",,"http://www.javahouseafrica.com","1","0","0","1","0","Nairobi","Kenya",,,"Mara Rd","Upper Hill, KMA Centre",,,"","2.9047770500183105","Restaurants",,"$$ - $$$","+254 707 349990","RESTAURANT","2","false","Café",,"Nairobi","false",,"restaurant","14006363",,"784","833","Java House KMA Centre","2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 22,235 - KES 222,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mara Rd Upper Hill, KMA Centre, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d14006363-Reviews-Java_House_KMA_Centre-Nairobi.html","-1.298034","36.812103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#775 of 1,048 places to eat in Nairobi","Pub",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0e/07/39/49/snapchat-1706114701-largejpg.jpg","5",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Open Now","https://eatout.co.ke/nairobi/jiweke-tavern","4","5","9","4","5","Nairobi","Kenya",,,"Ngong Road","Turn Left On Kibera Road At Hartebeest Opposite Rose Avenue Near China center","20484494","Upper Hill Estate","","2.9608402252197266","Restaurants",,"$$ - $$$",,"RESTAURANT","27","false",,,"Nairobi","false",,"restaurant","10347039","jiweketavern@gmail.com","775","833","Jiweke Tavern","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"Ngong Road Turn Left On Kibera Road At Hartebeest Opposite Rose Avenue Near China center, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d10347039-Reviews-Jiweke_Tavern-Nairobi.html","-1.29929","36.79375","Breakfast","Lunch","Dinner",,,,"Breakfast","Lunch","Dinner",,,,"Reservations","Seating","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#824 of 1,048 places to eat in Nairobi","Asian",,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/7f/76/9b/is-it-a-library-is-it.jpg","11",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closed Now",,"4","2","2","2","1","Nairobi","Kenya","24815",,"Sarit Centre","Rooftop, New Wing",,,"","2.563061475753784","Restaurants",,"$",,"RESTAURANT","11","false","Sit down","It is with great pleasure that we announce the opening of our latest venture and first of its kind Tea lounge in Kenya called *THE LIBRARY* . The lounge is based on the theme of a library and is inspired by the combination of books and tea. THE LIBRARY also has a full bar and exhaustive continental menu to cater to variety of taste buds from Breakfast to Barbeque. This will be a perfect place for quiet solitude as well as socializing with friends and family.","Nairobi","false",,"restaurant","22984765","thelibrarykenya@gmail.com","824","833","The Library","2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 51,883 - KES 222,354",,"Africa/Nairobi","1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"Sarit Centre Rooftop, New Wing, Nairobi 24815 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d22984765-Reviews-The_Library-Nairobi.html","-1.26116","36.80198","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#811 of 1,048 places to eat in Nairobi","Italian","African",,,,,,,,,,,,,,,"0",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,"1","0","0","0","0","Nairobi","Kenya","00600",,"Kitisuru Road",,,,"","2.6919174194335938","Restaurants",,,,"RESTAURANT","1","false",,,"Nairobi","false",,"restaurant","25276717",,"811","833","Zero20","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kitisuru Road, Nairobi 00600 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d25276717-Reviews-Zero20-Nairobi.html","-1.283211","36.814068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
