cuisines/0,cuisines/1,cuisines/2,cuisines/3,cuisines/4,cuisines/5,cuisines/6,cuisines/7,cuisines/8,cuisines/9,cuisines/10,cuisines/11,cuisines/12,cuisines/13,cuisines/14,dishes/0,dishes/1,dishes/2,dishes/3,dishes/4,dishes/5,dishes/6,dishes/7,dishes/8,dishes/9,dishes/10,dishes/11,dishes/12,dishes/13,dishes/14,dishes/15,dishes/16,dishes/17,dishes/18,dishes/19,dishes/20,dishes/21,dishes/22,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9,features/10,features/11,features/12,features/13,features/14,features/15,features/16,features/17,features/18,features/19,features/20,features/21,features/22,features/23,features/24,features/25,features/26,features/27,features/28,features/29,ownersTopReasons,ownersTopReasons/sectionHeader,ownersTopReasons/sponsoredBy,ownersTopReasons/topReasons/0/header,ownersTopReasons/topReasons/0/image_url,ownersTopReasons/topReasons/0/isSearchTerm,ownersTopReasons/topReasons/0/keyword,ownersTopReasons/topReasons/0/linkText,ownersTopReasons/topReasons/0/rank,ownersTopReasons/topReasons/0/review,ownersTopReasons/topReasons/0/review/rating,ownersTopReasons/topReasons/0/review/reviewId,ownersTopReasons/topReasons/0/review/screenName,ownersTopReasons/topReasons/0/text,ownersTopReasons/topReasons/1/header,ownersTopReasons/topReasons/1/image_url,ownersTopReasons/topReasons/1/isSearchTerm,ownersTopReasons/topReasons/1/keyword,ownersTopReasons/topReasons/1/linkText,ownersTopReasons/topReasons/1/rank,ownersTopReasons/topReasons/1/review,ownersTopReasons/topReasons/1/review/rating,ownersTopReasons/topReasons/1/review/reviewId,ownersTopReasons/topReasons/1/review/screenName,ownersTopReasons/topReasons/1/text,ownersTopReasons/topReasons/2/header,ownersTopReasons/topReasons/2/image_url,ownersTopReasons/topReasons/2/isSearchTerm,ownersTopReasons/topReasons/2/keyword,ownersTopReasons/topReasons/2/linkText,ownersTopReasons/topReasons/2/rank,ownersTopReasons/topReasons/2/review,ownersTopReasons/topReasons/2/review/rating,ownersTopReasons/topReasons/2/review/reviewId,ownersTopReasons/topReasons/2/review/screenName,ownersTopReasons/topReasons/2/text,hours,hours/timezone,hours/weekRanges/0/0/close,hours/weekRanges/0/0/open,hours/weekRanges/0/1/close,hours/weekRanges/0/1/open,hours/weekRanges/0/2/close,hours/weekRanges/0/2/open,hours/weekRanges/1/0/close,hours/weekRanges/1/0/open,hours/weekRanges/1/1/close,hours/weekRanges/1/1/open,hours/weekRanges/1/2/close,hours/weekRanges/1/2/open,hours/weekRanges/2/0/close,hours/weekRanges/2/0/open,hours/weekRanges/2/1/close,hours/weekRanges/2/1/open,hours/weekRanges/2/2/close,hours/weekRanges/2/2/open,hours/weekRanges/3/0/close,hours/weekRanges/3/0/open,hours/weekRanges/3/1/close,hours/weekRanges/3/1/open,hours/weekRanges/3/2/close,hours/weekRanges/3/2/open,hours/weekRanges/4/0/close,hours/weekRanges/4/0/open,hours/weekRanges/4/1/close,hours/weekRanges/4/1/open,hours/weekRanges/4/2/close,hours/weekRanges/4/2/open,hours/weekRanges/5/0/close,hours/weekRanges/5/0/open,hours/weekRanges/5/1/close,hours/weekRanges/5/1/open,hours/weekRanges/5/2/close,hours/weekRanges/5/2/open,hours/weekRanges/6/0/close,hours/weekRanges/6/0/open,hours/weekRanges/6/1/close,hours/weekRanges/6/1/open,hours/weekRanges/6/2/close,hours/weekRanges/6/2/open,mealTypes/0,mealTypes/1,mealTypes/2,mealTypes/3,mealTypes/4,mealTypes/5,longitude,category,ancestorLocations/0/abbreviation,ancestorLocations/0/id,ancestorLocations/0/name,ancestorLocations/0/subcategory,ancestorLocations/1/abbreviation,ancestorLocations/1/id,ancestorLocations/1/name,ancestorLocations/1/subcategory,ancestorLocations/2/abbreviation,ancestorLocations/2/id,ancestorLocations/2/name,ancestorLocations/2/subcategory,rankingDenominator,addressObj/city,addressObj/country,addressObj/postalcode,addressObj/state,addressObj/street1,addressObj/street2,establishmentTypes/0,establishmentTypes/1,neighborhoodLocations/0/id,neighborhoodLocations/0/name,ratingHistogram/count1,ratingHistogram/count2,ratingHistogram/count3,ratingHistogram/count4,ratingHistogram/count5,latitude,dietaryRestrictions/0,dietaryRestrictions/1,dietaryRestrictions/2,dietaryRestrictions/3,dietaryRestrictions/4,dietaryRestrictions/5,address,photoCount,rankingString,phone,localName,rawRanking,rankingPosition,openNowText,name,website,subcategories/0,description,priceRange,type,webUrl,email,rating,localAddress,image,menuWebUrl,numberOfReviews,isClosed,isLongClosed,locationString,id,priceLevel
African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1440,600,,,,,1440,600,,,,,1440,600,,,,,1440,600,,,,,1440,600,,,,,1440,600,,,,,1440,600,,,,,Lunch,Dinner,,,,,36.7894,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Kandara Rd,,Restaurants,,,,3,2,1,4,0,-1.27563,Lunch,Dinner,,,,,"Kandara Rd, Nairobi Kenya",7,"#813 of 1,048 places to eat in Nairobi",+254 708 483999,,2.682866096,813,Open Now,Viva Lounge,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d13003491-Reviews-Viva_Lounge-Nairobi.html,,2.5,,https://media-cdn.tripadvisor.com/media/photo-o/11/1d/b3/64/viva-lounge.jpg,,10,FALSE,FALSE,Nairobi,13003491,
International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.88755,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,,,Thika Road,Thika Road Mall,Restaurants,,,,2,0,1,2,3,-1.22354,,,,,,,"Thika Road Thika Road Mall, Nairobi Kenya",1,"#646 of 1,048 places to eat in Nairobi",+254 708 906505,,3.026043177,646,,Artcaffe Coffee & Bakery,http://www.artcaffe.co.ke/thika-road/,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d12513891-Reviews-Artcaffe_Coffee_Bakery-Nairobi.html,,3.5,,https://media-cdn.tripadvisor.com/media/photo-w/18/20/08/43/artcaffe-coffee-bakery.jpg,http://www.artcaffe.co.ke/menu/,8,FALSE,FALSE,Nairobi,12513891,$$ - $$$
African,Pub,,,,,,,,,,,,,,Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.783092,restaurant,,3221382,Ruaka,City,,2697614,Central Province,Province,,294206,Kenya,Country,4,Ruaka,Kenya,101,,Kirunge Drive,Next To Quickmart Supermarket,Coffee & Tea,,,,1,0,0,0,2,-1.206828,,,,,,,"Kirunge Drive Next To Quickmart Supermarket, Ruaka 00101 Kenya",7,#4 of 4 places to eat in Ruaka,+254 794 670032,,3.021409988,4,,Azizi Steakhouse,http://azizisteakhouse.com,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g3221382-d23131060-Reviews-Azizi_Steakhouse-Ruaka_Central_Province.html,,3.5,,https://media-cdn.tripadvisor.com/media/photo-o/1c/be/ae/91/drinks-available.jpg,,3,FALSE,FALSE,"Ruaka, Central Province",23131060,$$ - $$$
International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.88755,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Nairobi to Thika Superhighway,,Restaurants,,,,0,0,0,1,0,-1.22354,,,,,,,"Nairobi to Thika Superhighway, Nairobi Kenya",0,"#694 of 1,048 places to eat in Nairobi",+254 20 2746000,,3.015402794,694,,The Restaurant @ The Crown Place,,Sit down,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d2478411-Reviews-The_Restaurant_The_Crown_Place-Nairobi.html,,4,,,,1,FALSE,FALSE,Nairobi,2478411,
Fast Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.79487,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,The Nextgen Mall,,Restaurants,,,,1,0,0,0,0,-1.21076,,,,,,,"The Nextgen Mall, Nairobi Kenya",0,"#814 of 1,048 places to eat in Nairobi",+254 792 451253,,2.67636323,814,,Burger King,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d17339648-Reviews-Burger_King-Nairobi.html,,1,,,,1,FALSE,FALSE,Nairobi,17339648,
American,Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1260,540,,,,,1200,480,,,,,1200,480,,,,,1200,480,,,,,1200,480,,,,,1200,480,,,,,1260,540,,,,,Breakfast,Lunch,Dinner,,,,36.804802,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,100,,Village Market,,Dessert,,20484492,Highridge,0,0,1,0,1,-1.229404,Breakfast,Lunch,Dinner,,,,"Village Market, Nairobi 00100 Kenya",2,"#652 of 1,048 places to eat in Nairobi",+254 726 254254,,3.024816275,652,Closed Now,Keventers,https://www.facebook.com/keventersKE/,Fast food,"Keventers is best known for its authentic and delicious milkshakes, with recipes that have been carried through more than four generations. The brand marries the ethos of a historic past and infuses it with modern day, trendy flavours that will leave your taste buds wanting more. Whatever your mood, Keventers has the perfect flavour for you!","KES 37,059 - KES 81,530",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d15023524-Reviews-Keventers-Nairobi.html,info@keventers.co.ke,4,,https://media-cdn.tripadvisor.com/media/photo-o/14/2a/6a/1a/getlstd-property-photo.jpg,,2,FALSE,FALSE,Nairobi,15023524,$
Dutch,Pizza,International,European,Deli,Street Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Takeout,Outdoor Seating,Seating,Parking Available,Free off-street parking,Television,Serves Alcohol,Full Bar,Wine and Beer,Accepts Mastercard,Accepts Visa,Accepts Credit Cards,Family style,Sports bars,Gift Cards Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1380,480,,,,,1380,480,,,,,1380,480,,,,,1380,480,,,,,1380,480,,,,,1380,480,,,,,1380,480,,,,,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,36.761776,restaurant,,12559418,Karen,City,,294207,Nairobi,Municipality,,294206,Kenya,Country,22,Karen,Kenya,,,"Magadi Road, Beltop Plaza",Total Petrol Station,Restaurants,,,,0,0,0,1,3,-1.356896,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,"Magadi Road, Beltop Plaza Total Petrol Station, Karen, Nairobi Kenya",9,#9 of 29 places to eat in Karen,+254 799 859958,,3.118982792,9,Closes in 27 min,Lekker Bar Restaurant Shop,http://www.lekker.co.ke,Sit down,"""Lekker"" means something good in the Dutch language. We are a small bistro and deli shop conveniently located on the road to Sheldrick's Elephant orphanage and Giraffe centre; right next to Nairobi national park. So when you are hungry after seeing the elelephants, giraffes and all the other wildlife in the national park; come and try us out! We also provide breakfast / lunch and snack boxes that you can take along and enjoy while watching the game in the park. We primarily serve international dishes, mixed with some specialty Dutch cuisine.","KES 37,059 - KES 296,472",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g12559418-d23897002-Reviews-Lekker_Bar_Restaurant_Shop-Karen_Nairobi.html,info@lekker.co.ke,5,,https://media-cdn.tripadvisor.com/media/photo-w/26/4a/13/e6/welcome-to-lekker-bar.jpg,https://cdn.shopify.com/s/files/1/0314/9784/6829/files/23-04-10_Kuku_Menu.pdf?v=1684416466,4,FALSE,FALSE,"Karen, Nairobi",23897002,$
Diner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.889534,restaurant,,12559418,Karen,City,,294207,Nairobi,Municipality,,294206,Kenya,Country,22,Karen,Kenya,,,Thika Road,"Exit 9, Corner TRM Dr, Thika Road Mall",Restaurants,,,,0,0,1,1,0,-1.219817,,,,,,,"Thika Road Exit 9, Corner TRM Dr, Thika Road Mall, Karen, Nairobi Kenya",0,#20 of 29 places to eat in Karen,+254 723 459996,,3.023826122,20,,Java House,https://www.javahouseafrica.com,Café,,"KES 22,235 - KES 222,354",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g12559418-d14095404-Reviews-Java_House-Karen_Nairobi.html,,3.5,,,https://www.javahouseafrica.com/our-menu/,2,FALSE,FALSE,"Karen, Nairobi",14095404,$
African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.79487,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,,,Moi Ave,,Restaurants,,,,1,2,0,0,0,-1.21076,,,,,,,"Moi Ave, Nairobi Kenya",2,"#816 of 1,048 places to eat in Nairobi",+254 796 758894,,2.658014774,816,,Medallion Steak House & Restaurant,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d17561161-Reviews-Medallion_Steak_House_Restaurant-Nairobi.html,,1.5,,https://media-cdn.tripadvisor.com/media/photo-o/17/d0/dd/0f/img-20190601-200048-largejpg.jpg,,3,FALSE,FALSE,Nairobi,17561161,
African,Barbecue,Spanish,Grill,Dining bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Takeout,Reservations,Outdoor Seating,Buffet,Seating,Parking Available,Street Parking,Television,Serves Alcohol,Full Bar,Wine and Beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1439,0,,,,,1410,810,,,,,1410,810,,,,,1410,810,,,,,1620,810,,,,,1710,810,,,,,1710,540,,,,,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,36.790684,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,Ngong road,opposite St Christopher Secondary school,Bars & Pubs,Restaurants,,,0,0,0,0,0,-1.29946,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,"Ngong road opposite St Christopher Secondary school, Nairobi Kenya",0,,+254 725 523027,,,,Open Now,La Fiesta Music Bar and Bistro,,,"Spanish and Kenyan food in a unique atmosphere and with an outstanding vibe where to eat, socialize and dance to the best music during the evening and late night on weekends",,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d25944006-Reviews-La_Fiesta_Music_Bar_and_Bistro-Nairobi.html,lafiestamusicbar@gmail.com,,,,,0,FALSE,FALSE,Nairobi,25944006,
Chinese,Indian,African,Fast Food,Dining bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,Breakfast,Lunch,Dinner,,,,36.805676,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,606,,"1st Floor, Bhishan Plaza , Westlands",,Restaurants,,,,0,0,0,0,0,-1.264372,Breakfast,Lunch,Dinner,,,,"1st Floor, Bhishan Plaza , Westlands, Nairobi 00606 Kenya",1,,,,,,Open Now,The Bossden Bar And Resturant,,,The Most happening joint in Westlands Nairobi for the visitors to have authentic Food and also to party. It’s the most cosmopolitan club in Nairobi with food and music catering to all demographic segment . Most importantly the place is highly secure and within the Security approved zones.,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d23445881-Reviews-The_Bossden_Bar_And_Resturant-Nairobi.html,sd@thebossden.com,,,https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/26/9b/bf/amazing-food.jpg,,0,FALSE,FALSE,Nairobi,23445881,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1320,600,,,,,1290,600,,,,,1290,600,,,,,1290,600,,,,,1290,600,,,,,1290,600,,,,,1320,600,,,,,Lunch,Dinner,,,,,36.826183,restaurant,,23201417,Langata,City,,294207,Nairobi,Municipality,,294206,Kenya,Country,,Langata,Kenya,,,Mombasa Road,Mombasa Road,Restaurants,,,,0,0,0,0,0,-1.304829,Lunch,Dinner,,,,,"Mombasa Road Mombasa Road, Langata, Nairobi Kenya",0,,+254 722 465192,,,,Closed Now,Debonairs  Pizza,,,"Welcome to Debonairs Pizza South C. The home of Kenya's favourite pizza. We invented the Triple-Decker® and the Double-Stack® and we deliver it hot and fresh. We were the first to bring you free delivery and online ordering. We also give back to the community through Doughnation, where extra pizza dough is made into flatbreads that feed people in need. Above all, we're known for our amazing pizzas. So visit our website and try something amazing.",,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g23201417-d23566109-Reviews-Debonairs_Pizza-Langata_Nairobi.html,debonairspizzaSouthC@Famousbrands.co.ke,,,,http://www.tripadvisor.com/MobileRestaurantMenu-g23201417-d23566109-Debonairs_Pizza-Langata_Nairobi.html,0,FALSE,FALSE,"Langata, Nairobi",23566109,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.814068,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,200,,Isaac Gathanju ,,Restaurants,,,,0,0,0,0,0,-1.283211,,,,,,,"Isaac Gathanju, Nairobi 00200 Kenya",0,,+254 790 585858,,,,,"J's Burgers & Ribs, Lavington",,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d26395876-Reviews-J_s_Burgers_Ribs_Lavington-Nairobi.html,,,,,,0,FALSE,FALSE,Nairobi,26395876,
African,Ethiopian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.85199,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,10th Street Eastliegh,,Restaurants,,,,0,0,0,0,0,-1.27654,,,,,,,"10th Street Eastliegh, Nairobi Kenya",0,,+254 720 359155,,,,,Abkymy Ethiopian Foods,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d14184095-Reviews-Abkymy_Ethiopian_Foods-Nairobi.html,,,,,,0,FALSE,FALSE,Nairobi,14184095,
African,Bar,Grill,Pub,Street Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Takeout,Reservations,Outdoor Seating,Seating,Television,Highchairs Available,Serves Alcohol,Full Bar,Wine and Beer,Accepts Mastercard,Accepts Visa,Digital Payments,Cash Only,Accepts Credit Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1380,420,,,,,1380,420,,,,,1380,420,,,,,1380,420,,,,,1380,420,,,,,1380,420,,,,,1380,420,,,,,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,36.81206,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,Parklands Rd,,Restaurants,,,,0,0,0,0,0,-1.265082,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,"Parklands Rd, Nairobi Kenya",0,,+254 757 553903,,,,Closes in 27 min,Classic Joint Bistro,https://www.facebook.com/profile.php?id=100089657650230,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d25423956-Reviews-Classic_Joint_Bistro-Nairobi.html,classicjoint047@gmail.com,,,,,0,FALSE,FALSE,Nairobi,25423956,
Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.76241,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,Prestige Plaza,Ngong Road,Restaurants,,,,0,0,0,0,0,-1.29786,,,,,,,"Prestige Plaza Ngong Road, Nairobi Kenya",0,,+254 722 296280,,,,,Kikwetu Kitchen,http://kikwetu-kitchen.com/,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d17990691-Reviews-Kikwetu_Kitchen-Nairobi.html,,,,,,0,FALSE,FALSE,Nairobi,17990691,
African,Ethiopian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.78046,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,Hurligham,,Restaurants,,,,0,0,0,0,0,-1.2942,,,,,,,"Hurligham, Nairobi Kenya",0,,+254 723 021047,,,,,Dejina Smart Village,https://www.facebook.com/www.dejinasmartvillage.co.ke/,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d15355452-Reviews-Dejina_Smart_Village-Nairobi.html,,,,,,0,FALSE,FALSE,Nairobi,15355452,
African,Bar,Asian,Pub,Diner,Wine Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lunch,Dinner,Drinks,,,,36.814068,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,," MQ68+2C4, Forest Edge Rd",,Restaurants,,,,0,0,0,0,0,-1.283211,Lunch,Dinner,Drinks,,,,"MQ68+2C4, Forest Edge Rd, Nairobi Kenya",0,,+254 758 864729,,,,,Qmins Bar & Kitchen,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d26430732-Reviews-Qmins_Bar_Kitchen-Nairobi.html,kenyaqmins22@gmail.com,,,,,0,FALSE,FALSE,Nairobi,26430732,
Bar,Cafe,Pub,Fusion,Healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.78562,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,Off Wood Avenue,The Loft,Restaurants,,,,0,0,0,0,0,-1.29081,,,,,,,"Off Wood Avenue The Loft, Nairobi Kenya",8,,+254 719 674888,,,,,Tasha’s Cakes & Cocktails,https://www.facebook.com/tashaskenya/,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d18891442-Reviews-Tasha_s_Cakes_Cocktails-Nairobi.html,,,,https://media-cdn.tripadvisor.com/media/photo-o/1b/4e/dc/eb/we-love-to-cater-to-you.jpg,,0,FALSE,FALSE,Nairobi,18891442,
African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1620,450,,,,,1410,450,,,,,1410,450,,,,,1410,420,,,,,1620,450,,,,,1620,450,,,,,1620,450,,,,,Breakfast,Lunch,Dinner,,,,36.83875,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,,,Kiambu Road,,Bars & Pubs,Restaurants,,,0,0,0,0,0,-1.223144,Breakfast,Lunch,Dinner,,,,"Kiambu Road, Nairobi Kenya",0,,+254 705 919706,,,,Open Now,The Vineyard-ridgeways,http://www.vineyard.co.ke,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d25166904-Reviews-The_Vineyard_ridgeways-Nairobi.html,,,,,,0,FALSE,FALSE,Nairobi,25166904,
African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,1439,0,,,,,Breakfast,Lunch,Dinner,,,,36.785484,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,,Nairobi,Kenya,508,,"Yejoka Gardens, Wood Ave",,Bars & Pubs,Restaurants,,,0,0,0,0,0,-1.2913,Breakfast,Lunch,Dinner,,,,"Yejoka Gardens, Wood Ave, Nairobi 00508 Kenya",0,,+254 722 333750,,,,Open Now,Yejoka Garden Lounge & Restaurant,http://yejokagarden.com/,,"Renowned for its Authenticity in Ethiopian/Eritrean , African & continental cuisine we also offers the unique concept to Nairobi’s nightlife scene, combining a rich exotic fusion & great garden ambience & self contained private lounges. For fresh meals,awesome cocktails ,well stocked bar and great taste of first class coffee. Yejoka Garden restaurant located off Arwings Kodhek Road , along wood Avenue Yaya.We Reiterated its popularity among Nairobians resident foodies. Yejoka gardens offers a wide array of wide variety of coffee blends to meet the different taste profiles of our customers",,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d23774470-Reviews-Yejoka_Garden_Lounge_Restaurant-Nairobi.html,info@yejokagarden.com,,,,,0,FALSE,FALSE,Nairobi,23774470,
