"ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","menuWebUrl","webUrl","description","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","rawRanking","latitude","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","category","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","website","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","type","image","rankingDenominator","localAddress","phone","isLongClosed","rankingPosition","rankingString","priceRange","photoCount","address","name","isClosed","establishmentTypes/0","establishmentTypes/1","establishmentTypes/2","numberOfReviews","email","longitude","neighborhoodLocations/0/id","neighborhoodLocations/0/name","locationString","priceLevel","subcategories/0","rating","localName","openNowText","id"
"4","1","5","4","3",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d23915415-Reviews-Oyster_Bay-Nairobi.html",,,"Africa/Nairobi","1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"3.0124897956848145","-1.295835","Delivery","Takeout","Reservations","Seating","Parking Available","Valet Parking","Free off-street parking","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Wine and Beer","Accepts Mastercard","Accepts Visa","Free Wifi","Accepts Credit Cards","Table Service","Live Music",,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Seafood",,,,,,,,,,,,,,,"Oyster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Kilungu Road","Valley Arcade Shopping Mall","https://www.facebook.com/oysterbaykenya/","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/28/ed/3c/aa/caption.jpg","833",,"+254 114 048934","false","708","#708 of 1,048 places to eat in Nairobi",,"14","Kilungu Road Valley Arcade Shopping Mall, Nairobi Kenya","Oyster Bay","false","Restaurants",,,"17",,"36.777493",,,"Nairobi",,,"3","","Closed Now","23915415"
"0","0","0","0","1",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d8118095-Reviews-Weavers_Restaurant-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0186281204223633","-1.239955",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,"African","International","Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Lower Kabete",,,,,,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-w/07/f2/4d/53/getlstd-property-photo.jpg","833",,"+254 736 726567","false","679","#679 of 1,048 places to eat in Nairobi",,"6","Lower Kabete, Nairobi Kenya","Weavers Restaurant","false","Restaurants",,,"1","weaversgarden2015@gmail.com","36.72353",,,"Nairobi",,,"5","",,"8118095"
"0","0","0","0","1",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d9610733-Reviews-Unicorn_La_Table-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0192136764526367","-1.28307",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,"Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00100",,"Vihiga Road","Close Kileleshwa","https://www.facebook.com/Unicorn-La-Table-1672335119716979",,,,,,,"RESTAURANT",,"833",,"+254 735 636104","false","678","#678 of 1,048 places to eat in Nairobi",,"0","Vihiga Road Close Kileleshwa, Nairobi 00100 Kenya","Unicorn La-Table","false","Restaurants",,,"1","contact@unicornglobal.biz","36.7808",,,"Nairobi",,"Café","5","",,"9610733"
"2","2","3","3","3",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d8838687-Reviews-Sanjha_Chulha_Restaurant-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0278732776641846","-1.29772",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,"Pakistani","Middle Eastern","Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00100",,"Ole Odume Road",,,,,,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/10/bd/b2/92/the-reception.jpg","833",,"+254 789 819982","false","632","#632 of 1,048 places to eat in Nairobi",,"2","Ole Odume Road, Nairobi 00100 Kenya","Sanjha Chulha Restaurant","false","Restaurants",,,"13",,"36.77442",,,"Nairobi","$$ - $$$",,"3","",,"8838687"
"0","0","0","0","1",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d17751930-Reviews-Royal_Nairobi_Golf_Club-Nairobi.html","Looking for a place to play Golf in Nairobi? Royal Nairobi Golf Club is a prestigious private club instituted in 1906 with a proud history stretching back over 110 years. It’s Kenya’s oldest club. The club is a well maintained 18 hole course and it reciprocates with all other ""Royal"" chartered clubs worldwide. The Club is situated along the recently expanded Ngong Road with good road links within the City. The Club is 7 minutes’ drive from Nairobi Central Business District, 15 Minutes from Jomo Kenyatta International Airport and 20 Minutes from Standard Gauge Railway Terminus. The Club has a Gym and Spa, a restaurant which has fine dining, Buffet and Family style, a sports bar, Swimming pool and Squash. Make Royal Nairobi Golf Club a great place to play a round of golf and enjoy other amenities when visiting Nairobi.",,"Africa/Nairobi","1410","330",,,,,"1410","330",,,,,"1410","330",,,,,"1410","330",,,,,"1410","330",,,,,"1410","330",,,,,"1410","330",,,,,"3.0283591747283936","-1.300094","Takeout","Buffet","Seating","Free off-street parking","Serves Alcohol","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service",,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner","Late Night","Drinks",,"Chinese","American","Indian","African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00100",,"Off Ngong Road, Along Mucai Road.",,"http://www.royalnairobigc.com","Breakfast","Lunch","Dinner","Late Night","Drinks",,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/18/4c/bf/2f/getlstd-property-photo.jpg","833",,"+254 718 810810","false","629","#629 of 1,048 places to eat in Nairobi","KES 593 - KES 2,965","100","Off Ngong Road, Along Mucai Road., Nairobi 00100 Kenya","Royal Nairobi Golf Club","false","Restaurants",,,"1","socialmedia@royalnairobigc.com","36.798756",,,"Nairobi","$","Sit down","5","","Open Now","17751930"
"0","0","0","0","1",,"https://www.tripadvisor.com/Restaurant_Review-g12559418-d23884238-Reviews-Hunger_s_Nest_Restaurant_And_Bar-Karen_Nairobi.html","If you want to live beautiful moments of your life that is away from the hustle and bustle of the city, amidst trees and plants then you are welcomed... You will find delicious delicacies that will fill your heart with joy and peace. You will grab the good quality of drinks which makes your mood lighten up and strong at the same time.",,"Africa/Nairobi","1425","480",,,,,"1425","480",,,,,"1425","480",,,,,"1425","480",,,,,"1425","480",,,,,"1425","480",,,,,"1425","480",,,,,"3.041857957839966","-1.340135",,,,,,,,,,,,,,,,,,,,,,"12559418","Karen","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country","Breakfast","Lunch","Dinner",,,,"Chinese","Indian","African","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Karen","Kenya","00100",,"Forest Edge Road","Opposite Bomas Of Kenya","http://www.hungersnest.co.ke/","Breakfast","Lunch","Dinner",,,,"RESTAURANT",,"22",,"+254 706 141411","false","17","#17 of 29 places to eat in Karen",,"0","Forest Edge Road Opposite Bomas Of Kenya, Karen, Nairobi 00100 Kenya","Hunger's Nest Restaurant And Bar","false","Restaurants",,,"1","hungersnest@gmail.com","36.766987",,,"Karen, Nairobi",,,"5","","Open Now","23884238"
"4","0","0","0","7",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d11325914-Reviews-Rocaffe_Restaurant-Nairobi.html",,,"Africa/Nairobi","1290","630",,,,,"1290","450",,,,,"1290","450",,,,,"1290","450",,,,,"1290","450",,,,,"1290","450",,,,,"1290","450",,,,,"3.0402252674102783","-1.29998",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"USIU Rd",,"https://www.facebook.com/Rocaffe/about/?section=hours&tab=page_info","Breakfast","Lunch","Dinner",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/4a/2d/b7/rocaffe-restaurant.jpg","833",,,"false","586","#586 of 1,048 places to eat in Nairobi",,"9","USIU Rd, Nairobi Kenya","Rocaffe Restaurant","false","Restaurants",,,"11",,"36.79027",,,"Nairobi",,,"3.5","","Closed Now","11325914"
"1","0","2","1","2","https://www.gspot.co.ke/menu/","https://www.tripadvisor.com/Restaurant_Review-g294207-d21090888-Reviews-Golden_Spot_Bar_Restaurant-Nairobi.html","Golden Spot is the best restaurant in Nairobi. We specialize in delivering a relaxed and memorable dining experience. We have a wide variety of carefully selected mouthwatering menu items and drinks. Whatever your taste, it’s well catered for. We value you. That’s why you’ll always be served with excellence by each member of our highly skilled team members.",,"Africa/Nairobi","1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"3.0434322357177734","-1.291941",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner",,,,"African","Grill","Wine Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00100",,"Chaka Road, Hurlingham",,"http://www.gspot.co.ke","Breakfast","Lunch","Dinner",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/be/fa/41/drinks.jpg","833",,"+254 718 112432","false","562","#562 of 1,048 places to eat in Nairobi","KES 88,942 - KES 444,708","18","Chaka Road, Hurlingham, Nairobi 00100 Kenya","Golden Spot Bar & Restaurant","false","Restaurants",,,"6","info@gspot.co.ke","36.791267",,,"Nairobi","$$ - $$$","Sit down","3.5","","Closed Now","21090888"
"0","0","0","0","2","http://madam-tahdig.ovh#mu-restaurant-menu","https://www.tripadvisor.com/Restaurant_Review-g294207-d13972845-Reviews-Madam_Tahdig-Nairobi.html","Madam Tahdig is a small delivery food business, designed to make you discover a few main dishes of Middle Eastern countries. Each day, you will be proposed one meat based dish and one vegetarian dish with a fixed price. We are delivering food in Kilimani, Westland, Kileleshwa, Lavington, Maziwa and Kawangware. We are open from Monday to Friday for lunch time.",,"Africa/Nairobi",,,,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,,,,,,,"3.043097734451294","-1.29429",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch",,,,,,"Turkish","Middle Eastern","Persian","Afghan","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Kirichwa Road",,"http://madam-tahdig.ovh","Lunch",,,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/12/b3/f9/b4/kabouli-polo.jpg","833",,"+254 724 536819","false","565","#565 of 1,048 places to eat in Nairobi","KES 593 - KES 1,038","8","Kirichwa Road, Nairobi Kenya","Madam Tahdig","false","Restaurants",,,"2","ladan.p6887@yahoo.com","36.78179",,,"Nairobi","$","Sit down","5","","Closed Now","13972845"
"0","0","0","2","1",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d11672135-Reviews-The_Royal_Pot_Restaurant-Nairobi.html","""One cannot THINK well,LIVE well,SLEEP well, if one has not DINED well""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.039719581604004","-1.29648","Delivery","Reservations","Outdoor Seating","Buffet","Seating","Parking Available","Validated Parking","Television","Wheelchair Accessible","Accepts Mastercard","Accepts Visa","Cash Only","Free Wifi",,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner",,,,"Italian","Chinese","Indian","International","Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00100",,"Rose Avenue","off Argwings Kodhek, Kilimani","http://www.monarchhotelskenya.com/info.php?9","Breakfast","Lunch","Dinner",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/0d/59/ce/60/the-royal-pot-restaurant.jpg","833",,"+254 717 708050","false","588","#588 of 1,048 places to eat in Nairobi","KES 59,294 - KES 222,354","38","Rose Avenue off Argwings Kodhek, Kilimani, Nairobi 00100 Kenya","The Royal Pot Restaurant","false","Restaurants",,,"3","reservations@monarchhotelskenya.com","36.79509","20484494","Upper Hill Estate","Nairobi","$$ - $$$","Sit down","4.5","",,"11672135"
"1","0","1","1","2",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d15316791-Reviews-Blacky_z_Lounge-Nairobi.html",,,"Africa/Nairobi","1800","600",,,,,"1800","600",,,,,"1800","600",,,,,"1800","600",,,,,"1800","600",,,,,"1800","600",,,,,"1800","600",,,,,"3.026582956314087","-1.2923",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Argwings Kodhek Rd",,,"Lunch","Dinner",,,,,"RESTAURANT",,"833",,"+254 700 812495","false","642","#642 of 1,048 places to eat in Nairobi",,"0","Argwings Kodhek Rd, Nairobi Kenya","Blacky'z Lounge","false","Restaurants",,,"5",,"36.78498",,,"Nairobi","$$ - $$$",,"3.5","","Open Now","15316791"
"0","0","0","0","1",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d14961384-Reviews-Golden_Spoon_Bbq-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0274765491485596","-1.276368",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,"Indian","Middle Eastern","Pakistani",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Jaffery Sports Club",,"https://www.facebook.com/Goldenspoonbbq/",,,,,,,"RESTAURANT",,"833",,"+254 713 199199","false","634","#634 of 1,048 places to eat in Nairobi",,"0","Jaffery Sports Club, Nairobi Kenya","Golden Spoon Bbq","false","Restaurants",,,"1",,"36.769478",,,"Nairobi",,,"5","",,"14961384"
"0","0","2","0","1",,"https://www.tripadvisor.com/Restaurant_Review-g15320355-d8445142-Reviews-The_Siron_Place-Ongata_Rongai_Rift_Valley_Province.html",,,"Africa/Nairobi","1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"3.0424001216888428","-1.397032",,,,,,,,,,,,,,,,,,,,,,"15320355","Ongata Rongai","City",,"2697619","Rift Valley Province","Province",,"294206","Kenya","Country","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Ongata Rongai","Kenya","19786-202",,"Magadi Road","Opposite Tuskys Supermarket","https://thesironhotel.co.ke/","Breakfast","Lunch","Dinner",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/10/91/45/5b/very-spacious-awesome.jpg","1",,"+254 709 139000","false","1","#1 of 2 places to eat in Ongata Rongai",,"3","Magadi Road Opposite Tuskys Supermarket, Ongata Rongai 19786-202 Kenya","The Siron Place","false","Restaurants",,,"3","info@thesironhotel.co.ke","36.751648",,,"Ongata Rongai, Rift Valley Province",,,"3.5","","Open Now","8445142"
"0","0","1","0","1",,"https://www.tripadvisor.com/Restaurant_Review-g3569276-d21225848-Reviews-Southern_Choma_Joint-Kiserian_Rift_Valley_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.033986806869507","-1.430972",,,,,,,,,,,,,,,,,,,,,,"3569276","Kiserian","City",,"2697619","Rift Valley Province","Province",,"294206","Kenya","Country",,,,,,,"Steakhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Kiserian","Kenya",,,,,,,,,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/1d/40/18/d9/caption.jpg","2",,,"false","2","#2 of 2 places to eat in Kiserian",,"8","Kiserian Kenya","Southern Choma Joint","false","Restaurants",,,"2",,"36.686672",,,"Kiserian, Rift Valley Province",,,"4","",,"21225848"
"0","0","0","0","1",,"https://www.tripadvisor.com/Restaurant_Review-g12559418-d23140861-Reviews-Spikizi-Karen_Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0327188968658447","-1.329591",,,,,,,,,,,,,,,,,,,,,,"12559418","Karen","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"Lebanese","Mediterranean","Wine Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Karen","Kenya","00100",,"Ngong Road","Opposite At Christopher",,,,,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/9e/3f/70/spikizi.jpg","22",,"+254 712 488884","false","18","#18 of 29 places to eat in Karen",,"3","Ngong Road Opposite At Christopher, Karen, Nairobi 00100 Kenya","Spikizi","false","Restaurants",,,"1",,"36.687332",,,"Karen, Nairobi","$$ - $$$",,"5","",,"23140861"
"0","0","0","0","2","https://dawn.co.ke/menu","https://www.tripadvisor.com/Restaurant_Review-g294207-d26305064-Reviews-DAWN-Nairobi.html","Wine bar & Restaurant",,"Africa/Nairobi","1200","660",,,,,"1320","660",,,,,"1320","660",,,,,"1380","660",,,,,"1380","660",,,,,"1440","660",,,,,"1440","660",,,,,"3.0824568271636963","-1.290966","Takeout","Reservations","Seating","Parking Available","Highchairs Available","Serves Alcohol","Wine and Beer","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Credit Cards","Outdoor Seating","Wheelchair Accessible","Table Service","Gift Cards Available",,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Italian","Wine Bar","French","European","Fusion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Top 3 Reasons to Eat Here","Sponsored by: DAWN","Unique Dining Experience!","https://media-cdn.tripadvisor.com/media/photo-s/2a/4e/5c/81/sharing-a-meal-at-dawn.jpg","true","Unique Dining Experience!","See reviews that mention Unique Dining Experience!","1",,,,,"DAWN offers an unforgettable dining experience with its eclectic menu.","Inviting Atmosphere","https://media-cdn.tripadvisor.com/media/photo-s/2a/4e/5c/7f/as-you-step-outside-onto.jpg","true","Inviting Atmosphere","See reviews that mention Inviting Atmosphere","2",,,,,"DAWN will transport you to a place of luxury and comfort.","Wine Safari","https://media-cdn.tripadvisor.com/media/photo-s/2a/4e/5c/80/dawn-s-eclectic-menu.jpg","true","Wine Safari","See reviews that mention Wine Safari","3",,,,,"DAWN's wine list is a journey around the world, in a glass.","restaurant","Nairobi","Kenya",,,"Wood Avenue","The Lofts Apartments","http://www.dawn.co.ke","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/4c/97/35/come-on-over-and-experience.jpg","833",,"+254 701 337726","false","412","#412 of 1,048 places to eat in Nairobi",,"4","Wood Avenue The Lofts Apartments, Nairobi Kenya","DAWN","false","Restaurants",,,"2","info@dawn.co.ke","36.785534",,,"Nairobi",,,"5","","Closed Now","26305064"
"16","10","34","85","202","https://cdn.sarovahotels.com/stanley-nairobi/images/THAI-CHI-SET-MENU.pdf","https://www.tripadvisor.com/Restaurant_Review-g294207-d1104866-Reviews-Thai_Chi_Restaurant_The_Stanley_Hotel-Nairobi.html","A small piece of Thailand in Nairobi, Thai Chi has been awarded as the most authentic Thai restaurant in East Africa. With its traditional Thai decor and delectable Thai specialties prepared by experienced chefs from Thailand, Thai Chi is one of Nairobi's most elegant dining establishments.",,"Africa/Nairobi","870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"3.8640918731689453","-1.284044","Reservations","Seating","Parking Available","Valet Parking","Serves Alcohol","Full Bar","Free Wifi","Accepts Credit Cards","Table Service","Wheelchair Accessible",,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Late Night",,,,"Asian","Thai","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"Noodle","Pad Thai","Salad","Chili","Curry","Green Curry","Prawns","Beef","Duck","Lamb","Fish","Pork",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","",,"Kenyatta Avenue & Kimathi Street","","http://www.sarovahotels.com/stanley-nairobi/culinary-experiences/thai-chi.html","Lunch","Dinner","Late Night",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/14/0f/22/64/thai-chi-restaurant.jpg","833",,"+254 20 2757000","false","50","#50 of 1,048 places to eat in Nairobi","KES 5,929 - KES 7,412","45","Kenyatta Avenue & Kimathi Street, Nairobi Kenya","Thai Chi Restaurant - The Stanley Hotel","false","Restaurants",,,"347","sarovastanley@sarovahotels.com","36.82303","20484493","Nairobi Central Business District","Nairobi","$$$$","Sit down","4.5","","Closed Now","1104866"
