"address","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","category","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","description","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","email","establishmentTypes/0","establishmentTypes/1","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","id","image","isClosed","isLongClosed","latitude","localAddress","localName","locationString","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","menuWebUrl","name","numberOfReviews","openNowText","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","phone","photoCount","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","rawRanking","subcategories/0","type","webUrl","website"
"Casuarina road Marine park junction, Malindi Marine National Park 80200 Kenya",,"Kenya","80200",,"Casuarina road","Marine park junction",,"2515284","Malindi Marine National Park","National Park",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","Pizza","Seafood",,,,,,,,,"elegant and stylish wine bar . Opens in the morning With the best croissants and cappuccino in town. Serves pizzas and paninis and sandwiches throughout the day. Lots of Wines to choose from for great evening out. Saturday happy hours.",,,,,,,,,,,,,,,,"Somaimpex@yahoo.com","Restaurants",,"Takeout","Seating","Parking Available","Serves Alcohol","Free Wifi","Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10377064","https://media-cdn.tripadvisor.com/media/photo-o/0d/d8/21/0a/img-20150813-wa0016-largejpg.jpg","false","false","-3.251166",,"","Malindi Marine National Park, Coast Province","40.123894",,,,,,,,"Ripasso lounge and winebar","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 722 796780","14","$$ - $$$","KES 74,118 - KES 444,708","1","1","#1 of 1 places to eat in Malindi Marine National Park","4.5","0","0","0","4","2","3.0730791091918945","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g2515284-d10377064-Reviews-Ripasso_lounge_and_winebar-Malindi_Marine_National_Park_Coast_Province.html",
"Jacaranda road Fortamu Beach, Watamu 80202 Kenya","Watamu","Kenya","80202",,"Jacaranda road","Fortamu Beach",,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","African",,,,,,,,,,"Chalet in spiaggia a watamu davanti Isola dell'amore, con servizio di spiaggia, lettini. Ristorante con cucina italiana e keniota, il bar offre caffè espresso italiano, drink, succhi, coktail. Beach chalets in watamu in front of Love Island, with beach service, sunbeds. Restaurant with Italian and Kenyan cuisine, the bar offers Italian espresso, drinks, juices, cock",,,,,,,,,,,,,,,,"mtawalimumba@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18850394","https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/01/e5/14/caption.jpg","false","false","-3.346861",,"","Watamu, Coast Province","40.035892",,,,,,,,"Kachawe Beach","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 725 070459","20","$$ - $$$","KES 74,118 - KES 370,590","51","31","#31 of 60 places to eat in Watamu","4.5","0","1","1","1","9","3.187354803085327","Café","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d18850394-Reviews-Kachawe_Beach-Watamu_Coast_Province.html",
"Watamu, Watamu 80200 Kenya","Watamu","Kenya","80200",,"Watamu",,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Mexican",,,,,,,,,,,"Mexican Restaurant in Watamu","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,"casatexmex@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","690","1380","690",,,"1380","690","1380","690","1380","690","1380","690","25089554","https://media-cdn.tripadvisor.com/media/photo-o/27/5d/53/3d/location.jpg","false","false","-3.342546",,"","Watamu, Coast Province","40.027416","Lunch","Dinner","Brunch","Late Night","Drinks",,"https://www.casamextex.com/","Casa Tex Mex Restaurant","2","Closed today",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 794 889466","4",,,"51","44","#44 of 60 places to eat in Watamu","5","0","0","0","0","2","3.0757153034210205",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d25089554-Reviews-Casa_Tex_Mex_Restaurant-Watamu_Coast_Province.html",
"Lamu Road Golden Beach North of Malindi, Che Shale Bay, Malindi 254 Kenya","Malindi","Kenya","254",,"Lamu Road","Golden Beach North of Malindi, Che Shale Bay",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Mediterranean","African","Seafood","Grill","Fusion","Vegetarian Friendly",,,,,,"Suddenly you are on the coast of Africa - just a short distanceaway from Malindi town off the Lamu road, a 20 minute drive and now on the golden beach where the sea is breath taking, the sandy beach shimmers gold and the ocean shoes are surrounded with sand dunes, palm trees and bushes. Here lies Barefoot Beach Camp.Lunch or Dinner Bookings- We concentrate on exclusivity and we encourage prior bookings on night or daytime excursions for those looking for a day out to experience superb cuisine cooked by Eddie himself, and to build our reputation by opening up new dimensions to the word “Kenyan hospitality.” We offer you a hosted service.Barefoot’s superb service is complemented by the growing reputation for world-class, international cuisine from our renowned kitchen, where daily fresh baked bread and focaccia is just the beginning. Guests are welcome to request, a day in advance, for local or international food, vegetarian or anything else that might take your fancy – we will endeavour to match your desires or provide exciting alternatives.The menu is not ordinary! It is exciting and constantly evolving- the primary offering is fusion/contemporary cuisine with a dash of North African flavours using the finest organic produce from the Kenyan coast.","Lunch","Dinner","Drinks",,,,,,,,,,,,,"barefootbeachcampltd@gmail.com","Restaurants",,"Reservations","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3201349","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/a6/5f/dc/seafood-special.jpg","false","false","-3.215463",,"","Malindi, Coast Province","40.120934","Lunch","Dinner","Drinks",,,,,"Barefoot Beach Camp","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 722 421351","32","$$ - $$$",,"40","9","#9 of 59 places to eat in Malindi","4.5","1","0","0","8","24","3.2891502380371094","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d3201349-Reviews-Barefoot_Beach_Camp-Malindi_Coast_Province.html","https://www.facebook.com/barefootbeachcampkenya/"
"792 Madetini, Watamu 80202 Kenya","Watamu","Kenya","80202",,"792 Madetini",,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","American","Vietnamese","Middle Eastern",,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16853830","https://media-cdn.tripadvisor.com/media/photo-m/1280/17/bf/2b/47/permanent-residents-favourite.jpg","false","false","-3.342546",,"","Watamu, Coast Province","40.027416",,,,,,,,"Merry Crab Cove ~ Apres-Safari Beach Hotel","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 792 295131","32","$$$$","KES 81,530 - KES 144,530",,,,,"0","0","0","0","0",,"Café","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d16853830-Reviews-Merry_Crab_Cove_Apres_Safari_Beach_Hotel-Watamu_Coast_Province.html","http://www.merrycrabcove.com"
"Kizingo Road, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Kizingo Road",,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10336379",,"false","false","-3.284274",,"","Malindi, Coast Province","40.025387",,,,,,,,"Tishi's Farm","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 721 313609","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d10336379-Reviews-Tishi_s_Farm-Malindi_Coast_Province.html","http://www.tishisfarm.com"
"Turtle Bay Road Medina Palms, Watamu 80202 Kenya","Watamu","Kenya","80202",,"Turtle Bay Road","Medina Palms",,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Spanish",,,,,,,,,,,"The Long Bar at Medina Palms is the newest and friendliest meeting place for discerning guests on the Kenya coast. The perfect venue for a cooling drink and delicious tapas. The Star Lounge high above the palm trees, with sunset views towards Mida Creek is a spectacular way to start or end your evening, sipping cocktails or a moonlit nightcap.",,,,,,,"Tapas",,,,,,,,,"rosie@medinapalms.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6902820","https://media-cdn.tripadvisor.com/media/photo-o/06/3f/44/52/long-bar.jpg","false","false","-3.363805",,"","Watamu, Coast Province","40.004284",,,,,,,,"Long Bar","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 718 152999","4",,,,,,,"0","0","0","0","0",,"Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d6902820-Reviews-Long_Bar-Watamu_Coast_Province.html","http://www.medinapalms.com/the-long-bar-at-almandina/"
"Kanani road, Watamu 80202 Kenya","Watamu","Kenya","80202",,"Kanani road",,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,"emanuelaplatani@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20258856",,"false","false","-3.324929",,"","Watamu, Coast Province","40.064117",,,,,,,,"Bixio Restaurant","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 714 802974","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d20258856-Reviews-Bixio_Restaurant-Watamu_Coast_Province.html","http://facebook.com/Bixio-restorante-105370384373287/"
"Watamu mapango beach, Watamu Kenya","Watamu","Kenya",,,"Watamu mapango beach",,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","African",,,,,,,,,,,,"Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,"Bars & Pubs","Restaurants","Outdoor Seating","Seating","Parking Available","Street Parking","Television","Serves Alcohol","Cash Only","Sports bars",,,,,,,,,,,,,,,"Africa/Nairobi","1560","480","1440","480","1440","480","1440","480","1440","480","1560","480","1560","480","25406860",,"false","false","-3.342546",,"","Watamu, Coast Province","40.027416","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,"Islands","0","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 748 453974","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d25406860-Reviews-Islands-Watamu_Coast_Province.html",
"Watamu mapango beach, Malindi Kenya","Malindi","Kenya",,,"Watamu mapango beach",,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","African",,,,,,,,,,,,"Lunch","Late Night","Drinks","Breakfast","Dinner",,,,,,,,,,,,"Bars & Pubs","Restaurants","Outdoor Seating","Buffet","Parking Available","Street Parking","Television","Serves Alcohol","Cash Only",,,,,,,,,,,,,,,,"Africa/Nairobi","1560","480","1440","480","1440","480","1440","480","1440","480","1560","480","1560","480","25406836",,"false","false","-3.356318",,"","Malindi, Coast Province","40.016968","Lunch","Late Night","Drinks","Breakfast","Dinner",,,"Islands Beach Bar","0","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d25406836-Reviews-Islands_Beach_Bar-Malindi_Coast_Province.html",
"Watamu Kenya","Watamu","Kenya",,,,,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","African",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19825132","https://media-cdn.tripadvisor.com/media/photo-o/1b/05/be/19/mida-creak.jpg","false","false","-3.342391",,"","Watamu, Coast Province","40.027416",,,,,,,,"Waka Waka Island","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22",,,"51","50","#50 of 60 places to eat in Watamu","5","0","0","0","0","1","3.028566598892212",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d19825132-Reviews-Waka_Waka_Island-Watamu_Coast_Province.html",
"P.o.box 33 Watamu, Watamu 80202 Kenya","Watamu","Kenya","80202",,"P.o.box 33 Watamu",,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","African",,,,,,,,,,"Edelweiss bar & Restaurant is located in watamu kilifi north in kilifi county at watamu beach, Edelweiss is bar and Restaurant dealing with all kinds of foods and drinks",,,,,,,,,,,,,,,,"edelweissbarrestaurant@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23925204","https://media-cdn.tripadvisor.com/media/photo-m/1280/22/60/a5/13/edelweiss-watamu-beach.jpg","false","false","-3.342546",,"","Watamu, Coast Province","40.027416",,,,,,,,"Edelweiss Bar & Restaurant","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 729 901064","3",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d23925204-Reviews-Edelweiss_Bar_Restaurant-Watamu_Coast_Province.html",
"Silversand Road, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Silversand Road",,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15147963",,"false","false","-3.23041",,"","Malindi, Coast Province","40.12671",,,,,,,,"Blanco Restaurant","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 725 550835","0",,,"40","32","#32 of 59 places to eat in Malindi","5","0","0","0","0","1","3.0281825065612793",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d15147963-Reviews-Blanco_Restaurant-Malindi_Coast_Province.html","https://www.facebook.com/Blanco-Restaurant-Malindi-659247770936271/"
"Mama Ngina Rd, Old Town, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Mama Ngina Rd, Old Town","",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant",,,,,,,,,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1395","360","1395","360","1395","360","1395","360","1395","360","1395","360","1395","360","1214078",,"false","false","-3.21885",,"","Malindi, Coast Province","40.12564","Breakfast","Lunch","Dinner",,,,,"Bahari Cafe","3","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"40","37","#37 of 59 places to eat in Malindi","3.5","0","1","1","0","1","3.003373384475708",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d1214078-Reviews-Bahari_Cafe-Malindi_Coast_Province.html",
"Makaburini Road Mwembe Resort, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Makaburini Road","Mwembe Resort",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","Pizza","Seafood","International","Japanese",,,,,,,"Wonderful Restaurant surrounded by greenery and centuries-old mango trees. Italian , Pizzeria , Japanese Homemade ice-cream and pool","Breakfast","Lunch","Dinner","Brunch","Drinks",,,,,,,,,,,"orolorenzorestaurant@gmail.com","Restaurants",,"Delivery","Reservations","Private Dining","Seating","Parking Available","Serves Alcohol","Free Wifi","Accepts Credit Cards","Table Service","Dog Friendly",,,,,,,,,,,,,"Africa/Nairobi","1439","0",,,"1439","0","1439","0","1439","0","1439","0","1439","0","21308524","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/52/75/d3/park-view.jpg","false","false","-3.204472",,"","Malindi, Coast Province","40.1116","Breakfast","Lunch","Dinner","Brunch","Drinks",,,"L'oro Di Lorenzo","2","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+(254)759856899","23","$$ - $$$","KES 1,482 - KES 7,412","40","29","#29 of 59 places to eat in Malindi","4.5","0","0","0","1","1","3.048726797103882","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d21308524-Reviews-L_oro_Di_Lorenzo-Malindi_Coast_Province.html","http://www.facebook.com/Loro-di-Lorenzo"
"Silversand Road Presso Mariposa Residence, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Silversand Road","Presso Mariposa Residence",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","Pizza","Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7277808","https://media-cdn.tripadvisor.com/media/photo-o/07/26/f4/cf/malindi-bella-vita.jpg","false","false","-3.23247",,"","Malindi, Coast Province","40.12714",,,,,,,,"Malindi Bella Vita","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 710 389706","2",,,"40","35","#35 of 59 places to eat in Malindi","3.5","1","1","2","1","3","3.01186203956604","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d7277808-Reviews-Malindi_Bella_Vita-Malindi_Coast_Province.html",
"Mida Creek Road, Watamu 80202 Kenya","Watamu","Kenya","80202",,"Mida Creek Road",,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","African","Bar","Pub",,,,,,,,,,"Breakfast",,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7995767","https://media-cdn.tripadvisor.com/media/photo-o/0b/71/84/47/aerobics-session.jpg","false","false","-3.36231",,"","Watamu, Coast Province","40.0027","Breakfast",,,,,,,"Turtle Bay","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12","$$ - $$$",,"51","47","#47 of 60 places to eat in Watamu","3.5","5","2","4","5","8","3.059709072113037",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d7995767-Reviews-Turtle_Bay-Watamu_Coast_Province.html","https://www.facebook.com/TurtleBayBeachClub?ref=hl"
"Malindi , Lamu Road Directly Opposite The Kcb Bank Entrance And Next To Stars And Gutters, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Malindi , Lamu Road","Directly Opposite The Kcb Bank Entrance And Next To Stars And Gutters",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Chinese","African","Fast Food","Asian","Korean","Malaysian",,,,,,"Akurwas Afro -Asian Restaurant is located along Malindi lamu road, Directly opposite KCB bank and next to stars and gutters. We offer delicacies from Malaysia, China, Korea and Thailand. We are big on fast food too and have a large variety of dishes to choose from.","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1260","510","1260","510","1260","510","1260","510","1260","510","1260","510","1260","510","25079805",,"false","false","-3.212382",,"","Malindi, Coast Province","40.11793","Breakfast","Lunch","Dinner",,,,,"Akurwas Afro-asian Restaurant","1","Closes in 4 min",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 724 748577","0",,,"40","30","#30 of 59 places to eat in Malindi","5","0","0","0","0","1","3.041170597076416",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d25079805-Reviews-Akurwas_Afro_asian_Restaurant-Malindi_Coast_Province.html","http://akurwas.co.ke"
"Marine Park Road Billionaire Resort, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Marine Park Road","Billionaire Resort",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","Pizza","Cafe","Seafood","International",,,,,,,"The Billionaire Grill & Bar is the vibrant soul of the Billionaire Resort & Retreat. Proudly owning its space on the beach of the Resort the Billionaire Grill & Bar offers the best Italian and fusion cuisine and vibrant ambiance that has made the Billionaire group an undisputed leader in curated gastronomic experiences. An explosion of flavor and color that is as tantalizing as it is unpretentious creates the mood where resort guests are joined by locals who search for an experience of the highest level. The evenings take extravaganza to a different level when a sensual ambiance and a carefully selected musical repertoire and events take the nights into an unforgettable experience.","Breakfast","Lunch","Dinner",,,,,,,,,,,,,"malindi.resort@billionairesociety.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","480","1320","480","1320","480","1320","480","1320","480","1320","480","1320","480","17406458","https://media-cdn.tripadvisor.com/media/photo-m/1280/22/7b/0c/7b/billionaire-grill-and.jpg","false","false","-3.256177",,"","Malindi, Coast Province","40.13179","Breakfast","Lunch","Dinner",,,,"https://www.billionaireresort.com/beach-grill","Billionaire Grill & Bar","9","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 20 2180370","23",,,"40","27","#27 of 59 places to eat in Malindi","3.5","3","0","0","0","6","3.053412437438965",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d17406458-Reviews-Billionaire_Grill_Bar-Malindi_Coast_Province.html","http://www.billionaireresort.com/beach-grill"
"Majengo, Off Ganda Road, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Majengo, Off Ganda Road",,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","African",,,,,,,,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,"Bars & Pubs","Restaurants",,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1439","0","1439","0","1439","0","1439","0","1439","0","1439","0","1439","0","23804731",,"false","false","-3.21748",,"","Malindi, Coast Province","40.1191","Breakfast","Lunch","Dinner",,,,,"Dhome Bar & Restaurant","0","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 711 188828","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d23804731-Reviews-Dhome_Bar_Restaurant-Malindi_Coast_Province.html",
"Gede-watamu Road, Watamu 80202 Kenya","Watamu","Kenya","80202",,"Gede-watamu Road",,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","Pizza","Fast Food","Emilian","Northern-Italian",,,,,,,"New, modern style Pizza restaurant in Watamu. Located on the Timboni-Watamu road. We offer freshly baked Pizza to enjoy in our stylish shop, for lunch and dinner or to take away. Besides our signature fresh and fast pizzas we offer Piadine Romagnole, hamburgers, snack, fancy cocktails and long drinks.","Lunch","Dinner","Late Night","Drinks",,,,,,,,,,,,"mamiyspizza@gmail.com","Restaurants",,"Delivery","Outdoor Seating","Seating","Parking Available","Television","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Wine and Beer","Digital Payments","Cash Only","Table Service","Live Music","Dog Friendly","Family style",,,,,,,,"Africa/Nairobi","1440","1080","1440","1080",,,"1440","1080","1440","1080","1440","1080","1440","1080","23851665","https://media-cdn.tripadvisor.com/media/photo-o/21/eb/c0/13/the-queen-pizza-margherita.jpg","false","false","-3.345845",,"","Watamu, Coast Province","40.012985","Lunch","Dinner","Late Night","Drinks",,,"https://drive.google.com/file/d/1CMYpol9tJbu7ZX01wENY2O7lqMpzzztq/view?usp=sharing","Mamiy's Pizza Watamu","5","Closed today",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 795 214014","22","$$$$","KES 37,059 - KES 148,236","51","35","#35 of 60 places to eat in Watamu","5","0","0","0","0","5","3.1536083221435547","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d23851665-Reviews-Mamiy_s_Pizza_Watamu-Watamu_Coast_Province.html","http://www.instagram.com/mamiyspizza/"
