"address","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","ancestorLocations/3/abbreviation","ancestorLocations/3/id","ancestorLocations/3/name","ancestorLocations/3/subcategory","category","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","description","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","email","establishmentTypes/0","establishmentTypes/1","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","id","image","isClosed","isLongClosed","latitude","localAddress","localName","locationString","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","menuWebUrl","name","numberOfReviews","openNowText","ownersTopReasons","phone","photoCount","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","rawRanking","subcategories/0","type","webUrl","website"
"Links Road Inside the Automan, Mombasa Kenya","Mombasa","Kenya",,,"Links Road","Inside the Automan",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","American","African",,,,,,"Best Deserts, Ice Cream, Fast food Mishkaki, Vibrant","Lunch","Dinner","Late Night",,,,,,,,,,,,,,,,,,,,,,"Dessert",,"Delivery","Takeout","Outdoor Seating","Seating","Parking Available","Television","Wheelchair Accessible","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Accepts Discover","Accepts Credit Cards",,,,,,,,,,,,,,,"Africa/Nairobi","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"25420128",,"false","false","-4.040232",,"","Mombasa, Coast Province","39.70489","Lunch","Dinner","Late Night",,,,,"Chopit Express Nyali","0","Open Now",,"+254 718 999888","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d25420128-Reviews-Chopit_Express_Nyali-Mombasa_Coast_Province.html","https://instagram.com/chopitexpress?igshid=ymmymta2m2y="
"Fidel Odinga Road Opposite Ratna Square, Mombasa 80112 Kenya","Mombasa","Kenya","80112",,"Fidel Odinga Road","Opposite Ratna Square",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian","Fusion",,,,,,"Kulfiyana is a one of its kind Dessert shop that offers authentic Indian ice cream known as Kulfi, it offers a variety of over 15 Flavors from the original to fusions created by Kulfiyana. The same kulfi is also available in Milkshakes with over 16 flavors that can be enjoyed dine-in or take-away. Kulfiyana also offers the most traditional Tea tastes from India which are known as:- 1. Kulhar/Kulhad Chai 2. Tandoori Chai 3. Kashmiri Chai 4. Masala chai 5. Kenya Chai Which are served in the most authentic style in clay pots.","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"kulfiyanamsa@gmail.com","Restaurants",,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Television","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service","Family style","Non-smoking restaurants",,,,,,,,,,,,,,,"Africa/Nairobi","1380","600",,,"1320","960",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1380","600",,,"21226966","https://media-cdn.tripadvisor.com/media/photo-o/1c/47/ff/76/kesar-badam-pista-kulfi.jpg","false","false","0.543716",,"","Mombasa, Coast Province","37.91831","Lunch","Dinner",,,,,,"Kulfiyana Joint","0","Open Now",,"+254 725 670896","27","$$$$","KES 7,412 - KES 59,294",,,,,"0","0","0","0","0",,"Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d21226966-Reviews-Kulfiyana_Joint-Mombasa_Coast_Province.html","https://www.facebook.com/kulfiyana-121365606325682/"
"Beach Road New Dwarikadham Temple, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Beach Road","New Dwarikadham Temple",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ananddas@iskconmsa.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13837645",,"false","false","-4.04618",,"","Mombasa, Coast Province","39.70271",,,,,,,"http://www.iskconmsa.com/menu.pdf","Govinda's Restaurant","1",,,"+254 733 466577","0",,,"144","124","#124 of 188 places to eat in Mombasa","4","0","0","0","1","0","3.021437406539917",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d13837645-Reviews-Govinda_s_Restaurant-Mombasa_Coast_Province.html","http://www.iskconmsa.com/services.html"
"Digo Road Adjacent GPO, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Digo Road","Adjacent GPO",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Healthy",,,,,,"Are you looking to experience something truly unique? KitchenQueen Restaurant in Mombasa offers a variety of homemade Kienyeji (Organic) dishes inspired by classic Kenyan cuisine, creating an unforgettable dining experience. All our food is freshly prepared with the finest ingredients and affordably priced so that everyone can come and enjoy what we have to offer. We also ensure that our customers, employees, and all others are treated with dignity and respect; something that we would always do in our own homes. Experience the best of home at KitchenQueen Restaurant.","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,,"Restaurants",,"Delivery","Takeout","Reservations","Private Dining","Seating","Free off-street parking","Television","Wheelchair Accessible","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service","Live Music","Family style","Non-smoking restaurants","Sports bars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17340090","https://media-cdn.tripadvisor.com/media/photo-o/17/32/9e/6c/kitchen-queen.jpg","false","false","-4.061256",,"","Mombasa, Coast Province","39.67481","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,"KitchenQueen Restaurant","1",,,"+254 115 533988","3","$$$$","KES 2,224 - KES 296,472","144","125","#125 of 188 places to eat in Mombasa","4","0","0","0","1","0","3.021343946456909","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d17340090-Reviews-KitchenQueen_Restaurant-Mombasa_Coast_Province.html","https://www.facebook.com/kitchenqueendigo/"
"Magongo Road Next to Changamwe Police Station 1 Kilometer from the Changamwe roundabout, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Magongo Road","Next to Changamwe Police Station 1 Kilometer from the Changamwe roundabout",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,"The concept behind Waqanda Bistro is centered heavily on Afro Futurism; where we envision an African continent in the future. This translates itself into a contemporary African design style with futuristic elements creating a space that inspires all who visit it to not only dream of a better tomorrow but to witness what is possible for today.",,,,,,,,,,,,,,,,,,,,,,,,"mkt@waqanda.co.ke","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21310793","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/8f/ee/01/caption.jpg","false","false","-4.025463",,"","Mombasa, Coast Province","39.626587",,,,,,,,"Waqanda","1",,,"+254 720 150150","12",,,"144","143","#143 of 188 places to eat in Mombasa","1","1","0","0","0","0","2.741238832473755",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d21310793-Reviews-Waqanda-Mombasa_Coast_Province.html","http://www.waqanda.co.ke"
"Links Road Links Arena, Links Road, Nyali, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Links Road","Links Arena, Links Road, Nyali",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Fast Food",,,,,,,"Come get your fries, hotdogs, burgers, juices, milkshakes and other tasty delicacies at Grub Hub!","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1440","600",,,,,,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"18935659","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/48/d0/cd/masala-chips-and-a-beef.jpg","false","false","-4.033986",,"","Mombasa, Coast Province","39.70963","Lunch","Dinner",,,,,"https://grubhub.co.ke/menu","Grub Hub Nyali","1","Open Now",,"+254 785 805805","22","$","KES 29,647 - KES 177,883","144","122","#122 of 188 places to eat in Mombasa","5","0","0","0","0","1","3.0274956226348877","Fast food","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d18935659-Reviews-Grub_Hub_Nyali-Mombasa_Coast_Province.html","http://www.grubhub.co.ke"
"Plaza av, Bamburi, Mombasa 80101 Kenya","Bamburi","Kenya","80101",,"Plaza av",,,"1062161","Bamburi","City",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4554195","https://media-cdn.tripadvisor.com/media/photo-s/04/3b/6b/fa/zikhinaa-beach-cafe.jpg","false","false","-4.05541",,"","Bamburi, Mombasa, Coast Province","39.68723",,,,,,,,"Zikhinaa Beach Cafe","1",,,,"2",,,"2","2","#2 of 2 places to eat in Bamburi","5","0","0","0","0","1","3.0123400688171387","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1062161-d4554195-Reviews-Zikhinaa_Beach_Cafe-Bamburi_Mombasa_Coast_Province.html",
"Opposite Casuarina in Mtwapa, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Opposite Casuarina in Mtwapa",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Italian","Pizza",,,,,,,"Dinner",,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","720",,,"1440","960",,,,,,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"6090540","https://media-cdn.tripadvisor.com/media/photo-o/05/4c/63/27/getlstd-property-photo.jpg","false","false","-3.95227",,"","Mombasa, Coast Province","39.74394","Dinner",,,,,,,"Fulvio's Pizzeria","1","Closed today",,"+254 733 863282","1",,,"144","135","#135 of 188 places to eat in Mombasa","4","0","0","0","1","0","3.0068511962890625","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d6090540-Reviews-Fulvio_s_Pizzeria-Mombasa_Coast_Province.html",
"Kaunda Avenue, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Kaunda Avenue",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23215447",,"false","false","-4.06453",,"","Mombasa, Coast Province","39.67469",,,,,,,,"The Pizza Lounge","0",,,"+254 719 777999","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d23215447-Reviews-The_Pizza_Lounge-Mombasa_Coast_Province.html",
"Nyali Plaza Above Chandarana Supermarket, Mombasa Kenya","Mombasa","Kenya",,,,"Nyali Plaza Above Chandarana Supermarket",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"frogurtfusion@gmail.com","Dessert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22742246",,"false","false","-0.023559",,"","Mombasa, Coast Province","37.906193",,,,,,,,"Frogurt Fusion","0",,,"+254 793 809955","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d22742246-Reviews-Frogurt_Fusion-Mombasa_Coast_Province.html","https://www.facebook.com/Frogurt-Fusion-104008498022343/"
"Leven House Leven Steps, Old Town, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Leven House","Leven Steps, Old Town",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1750546",,"false","false",,,"","Mombasa, Coast Province",,,,,,,,,"Swahililand","0",,,,"0",,,,,,,"0","0","0","0","0",,"Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d1750546-Reviews-Swahililand-Mombasa_Coast_Province.html",
"Mzambarauni, Mtwapa 80109 Kenya","Mtwapa","Kenya","80109",,"Mzambarauni","",,"2049443","Mtwapa","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Fast Food","European",,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,"bertrand.ossy@consultant.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"20323951","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/30/36/e4/chillout-lounge.jpg","false","false","-3.95213",,"","Mtwapa, Coast Province","39.74313","Breakfast","Lunch","Dinner",,,,,"ChillOut Lounge","0","Open Now",,"+254 722 123157","13",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g2049443-d20323951-Reviews-ChillOut_Lounge-Mtwapa_Coast_Province.html","https://www.facebook.com/ChillOutLoungeMtwapa/"
"Cobacabana Beach, Mtwapa 80109 Kenya","Mtwapa","Kenya","80109",,"Cobacabana Beach",,,"2049443","Mtwapa","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Seafood","Grill","Soups",,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"23696789","https://media-cdn.tripadvisor.com/media/photo-m/1280/20/19/e4/3b/viazi-karai.jpg","false","false","-3.955346",,"","Mtwapa, Coast Province","39.757214","Breakfast","Lunch","Dinner",,,,,"The Crab Den Mtwapa","0","Open Now",,"+254 743 594445","1",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g2049443-d23696789-Reviews-The_Crab_Den_Mtwapa-Mtwapa_Coast_Province.html",
"Mombasa-Malindi Highway Lido Beach Resort, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Mombasa-Malindi Highway","Lido Beach Resort",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"11788960",,"false","false","-3.9636",,"","Mombasa, Coast Province","39.75946","Breakfast","Lunch","Dinner",,,,,"Sea Breeze Cafe","2","Open Now",,"+254 705 464737","0",,,"144","127","#127 of 188 places to eat in Mombasa","4","0","0","0","2","0","3.0197505950927734",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d11788960-Reviews-Sea_Breeze_Cafe-Mombasa_Coast_Province.html","https://www.facebook.com/SeaBreezeMSA/"
"Along Baptist School Opposite Coca Cola Depot, Kaachonjo.Tudor, Mombasa, Kenya, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Along Baptist School Opposite Coca Cola Depot, Kaachonjo.Tudor, Mombasa, Kenya",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10804557","https://media-cdn.tripadvisor.com/media/photo-o/0c/dc/5a/45/yemeni-kebab-plate-at.jpg","false","false",,,"","Mombasa, Coast Province",,,,,,,,,"Hadhramut Restaurant","0",,,"+254 780 002777","3",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d10804557-Reviews-Hadhramut_Restaurant-Mombasa_Coast_Province.html",
"Jomo Kenyatta Avenue, Mombasa Road Lakdawalla Building, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Jomo Kenyatta Avenue, Mombasa Road","Lakdawalla Building",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10794687",,"false","false","-4.04744",,"","Mombasa, Coast Province","39.66274",,,,,,,,"Gulshan Restaurant","5",,,,"0",,,"144","142","#142 of 188 places to eat in Mombasa","3.5","2","0","0","0","3","2.862335681915283",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d10794687-Reviews-Gulshan_Restaurant-Mombasa_Coast_Province.html",
"Maweni, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Maweni",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Bar","Seafood","Pub","Wine Bar",,,"Welcome to Makaazi, the ultimate destination in Nyali, Mombasa. Enjoy our restaurant, bar, and comfortable accommodation. Indulge in diverse culinary delights, crafted by talented chefs. Sip on handcrafted cocktails in our vibrant bar. Rest and rejuvenate in our well-appointed rooms. Explore nearby beaches and cultural attractions. Experience exceptional service and warm hospitality at Makaazi. Book your stay now for an unforgettable journey of relaxation and indulgence.","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,"info@makaazi.co.ke","Restaurants",,"Outdoor Seating","Parking Available","Full Bar","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Cash Only","Accepts Discover","Accepts Credit Cards","Sports bars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25559868",,"false","false","-4.033993",,"","Mombasa, Coast Province","39.714397","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,"Makaazi","0",,,"+254 745 909090","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d25559868-Reviews-Makaazi-Mombasa_Coast_Province.html","http://makaazi.co.ke"
"Voyager Beach Hotel Nyandarua Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Voyager Beach Hotel","Nyandarua Road",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Bar","Asian","Pub","Eastern European","Armenian","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21201053",,"false","false","-4.035884",,"","Mombasa, Coast Province","39.715786",,,,,,,,"Mombasanearby","0",,,,"0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d21201053-Reviews-Mombasanearby-Mombasa_Coast_Province.html",
"Bamburi, Mombasa 90352 Kenya","Mombasa","Kenya","90352",,"Bamburi",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8658516","https://media-cdn.tripadvisor.com/media/photo-o/0b/99/57/b8/kirenje.jpg","false","false","-4.00702",,"","Mombasa, Coast Province","39.72295",,,,,,,,"Kirenje","4",,,"+254 710 534973","1",,,"144","100","#100 of 188 places to eat in Mombasa","4.5","0","0","1","0","3","3.0513179302215576",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d8658516-Reviews-Kirenje-Mombasa_Coast_Province.html",
"Nyali road, B8, Kisimani North coast, Mombasa 254 Kenya","Mombasa","Kenya","254",,"Nyali road, B8, Kisimani","North coast",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Healthy",,,,,,,"A place for the best fresh fruit juice in Mombasa. We serve beet root juice, mango, passion, water melon, pawpaw, orange and a range of fruits including pawpaws, melons, apples and other local fruits. The shop provides agency banking services to the local community.The staff are very friendly.","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,"info@commoninterest.co.ke","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"3179177",,"false","false","-4.043057",,"","Mombasa, Coast Province","39.664387","Breakfast","Lunch","Dinner",,,,,"Common interest juice shop","0","Closed Now",,"+254 722 633116","0","$","KES 148 - KES 296",,,,,"0","0","0","0","0",,"Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d3179177-Reviews-Common_interest_juice_shop-Mombasa_Coast_Province.html","http://www.commoninterest.co.ke"
"Links Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Links Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","American","African","Arabic",,,,,"Food Cart , Different types of Shawarmas , Slushies & Iced Coffees",,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24889170",,"false","false","-4.040231",,"","Mombasa, Coast Province","39.70489",,,,,,,,"Wrapd","0",,,"+254 713 594878","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d24889170-Reviews-Wrapd-Mombasa_Coast_Province.html",
"Krish Plaza, 2nd Floor Links Road, Nyali, Mombasa Kenya","Mombasa","Kenya",,,"Krish Plaza, 2nd Floor","Links Road, Nyali",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian","Asian","Middle Eastern","Pakistani",,,,"Indian Pakistan fusion cuisine ","Breakfast","Lunch","Dinner","Brunch","Late Night",,,,,,,,,,,,,,,,,,,,"Restaurants",,"Delivery","Takeout","Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Television","Wheelchair Accessible","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Discover","Accepts Credit Cards",,,,,,,,,,,,,"Africa/Nairobi","1350","480",,,"1350","660",,,"1350","660",,,"1350","660",,,"1350","660",,,"1350","660",,,"1350","660",,,"25365757",,"false","false","-4.056656",,"","Mombasa, Coast Province","39.67249","Breakfast","Lunch","Dinner","Brunch","Late Night",,,"Waarsi Indo Pak Restaurant","0","Open Now",,"+254 705 948161","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d25365757-Reviews-Waarsi_Indo_Pak_Restaurant-Mombasa_Coast_Province.html","https://waarsi-restaurant.com"
"Kaloleni, Kisauni Rd. Opposite Memon Villa, Mombasa 20100 Kenya","Mombasa","Kenya","20100",,"Kaloleni, Kisauni Rd.","Opposite Memon Villa",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian","African","Turkish","Fast Food","Barbecue",,,"Shawarma is our main meal! ARBE'S restaurant is known as the Masters of Shawarma, Tacos, Burgers, Barbecues, Indian cuisines, fresh juices, shakes and all type of foods prepared fresh every day. We are all set and prepared to receive your special functions, parties and weddings orders that includes a complete catering service.","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,,"arbeshawarma@gmail.com","Restaurants",,"Delivery","Takeout","Free off-street parking","Digital Payments","Free Wifi",,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1350","720",,,"1350","720",,,"1350","720",,,"1350","720",,,"1350","720",,,"1350","720",,,"1350","720",,,"13944921","https://media-cdn.tripadvisor.com/media/photo-o/12/80/eb/d6/your-no-1-restaurant.jpg","false","false","-4.0527",,"","Mombasa, Coast Province","39.668114","Lunch","Dinner","Brunch","Late Night","Drinks",,,"ARBE'S Shawarma & Fries","0","Open Now",,"+254 707 512717","1","$","KES 14,824 - KES 59,294",,,,,"0","0","0","0","0",,"Fast food","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d13944921-Reviews-ARBE_S_Shawarma_Fries-Mombasa_Coast_Province.html","http://arbeshawarma.business.site/"
