"address","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","category","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","description","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22","email","establishmentTypes/0","establishmentTypes/1","establishmentTypes/2","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","id","image","isClosed","isLongClosed","latitude","localAddress","localName","locationString","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","menuWebUrl","name","nearestMetroStations/0/address","nearestMetroStations/0/distance","nearestMetroStations/0/latitude","nearestMetroStations/0/lines/0/id","nearestMetroStations/0/lines/0/lineName","nearestMetroStations/0/lines/0/lineSymbol","nearestMetroStations/0/lines/0/systemName","nearestMetroStations/0/lines/0/systemSymbol","nearestMetroStations/0/lines/0/type","nearestMetroStations/0/localAddress","nearestMetroStations/0/localName","nearestMetroStations/0/longitude","nearestMetroStations/0/name","nearestMetroStations/1/address","nearestMetroStations/1/distance","nearestMetroStations/1/latitude","nearestMetroStations/1/lines/0/id","nearestMetroStations/1/lines/0/lineName","nearestMetroStations/1/lines/0/lineSymbol","nearestMetroStations/1/lines/0/systemName","nearestMetroStations/1/lines/0/systemSymbol","nearestMetroStations/1/lines/0/type","nearestMetroStations/1/localAddress","nearestMetroStations/1/localName","nearestMetroStations/1/longitude","nearestMetroStations/1/name","nearestMetroStations/2/address","nearestMetroStations/2/distance","nearestMetroStations/2/latitude","nearestMetroStations/2/lines/0/id","nearestMetroStations/2/lines/0/lineName","nearestMetroStations/2/lines/0/lineSymbol","nearestMetroStations/2/lines/0/systemName","nearestMetroStations/2/lines/0/systemSymbol","nearestMetroStations/2/lines/0/type","nearestMetroStations/2/localAddress","nearestMetroStations/2/localName","nearestMetroStations/2/longitude","nearestMetroStations/2/name","nearestMetroStations/3/address","nearestMetroStations/3/distance","nearestMetroStations/3/latitude","nearestMetroStations/3/lines/0/id","nearestMetroStations/3/lines/0/lineName","nearestMetroStations/3/lines/0/lineSymbol","nearestMetroStations/3/lines/0/systemName","nearestMetroStations/3/lines/0/systemSymbol","nearestMetroStations/3/lines/0/type","nearestMetroStations/3/localAddress","nearestMetroStations/3/localName","nearestMetroStations/3/longitude","nearestMetroStations/3/name","neighborhoodLocations/0/id","neighborhoodLocations/0/name","numberOfReviews","openNowText","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","phone","photoCount","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","rawRanking","subcategories/0","type","webUrl","website"
"Kimathi Street, Karen, Nairobi Kenya","Karen","Kenya",,,"Kimathi Street",,,"12559418","Karen","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country","restaurant","African","Healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13996026","https://media-cdn.tripadvisor.com/media/photo-o/12/b3/ef/34/photo0jpg.jpg","false","false","-1.282833",,"","Karen, Nairobi","36.821606",,,,,,,,"Healthy Foods Creations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20484493","Nairobi Central Business District","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,"22","22","#22 of 29 places to eat in Karen","4","0","0","0","1","0","3.012152671813965",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g12559418-d13996026-Reviews-Healthy_Foods_Creations-Karen_Nairobi.html",
"Argwings Kodhek Road Kilimani, Nairobi Kenya","Nairobi","Kenya","",,"Argwings Kodhek Road","Kilimani",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Italian","Mediterranean","Wine Bar",,,,,,,,,,,,,,"Lunch","Dinner","Late Night",,,,"Pasta","Pesto",,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,"Reservations","Seating","Delivery","Outdoor Seating","Serves Alcohol","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1236701","https://media-cdn.tripadvisor.com/media/photo-o/01/bd/85/57/outdoor-settings.jpg","false","false","-1.2929",,"","Nairobi","36.79042","Lunch","Dinner","Late Night",,,,,"Divino Restaurant & Wine Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20484494","Upper Hill Estate","42","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7","$$ - $$$",,"832","728","#728 of 1,048 places to eat in Nairobi","3","4","11","9","9","9","3.00594425201416","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d1236701-Reviews-Divino_Restaurant_Wine_Bar-Nairobi.html",
"First Floor Fortis Tower, Nairobi 254 Kenya","Nairobi","Kenya","254",,,"First Floor Fortis Tower",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Contemporary",,,,,,,,,,,,,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"12227389",,"false","false","-1.264767",,"","Nairobi","36.80429","Lunch","Dinner",,,,,,"Privee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 791 249359","0",,,"832","723","#723 of 1,048 places to eat in Nairobi","3","0","1","2","2","0","3.0084426403045654",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d12227389-Reviews-Privee-Nairobi.html","https://www.facebook.com/PriveeWestlands/"
"Westlands, Jalaram Raod First Floor, Jalaram Medical Center, Nairobi Kenya","Nairobi","Kenya","",,"Westlands, Jalaram Raod","First Floor, Jalaram Medical Center",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,,,,,,,,"The Daily Cafe & Bistro Jalaram is an all-day vegetarian dining restaurant in Nairobi, Kenya, where our menu is in-house developed from scratch and designed to cater for breakfast, lunch, and dinner to an exacting clientele.","Breakfast","Lunch",,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@paprika.co.ke","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,,,"1020","510",,,,,"1020","510",,,,,"1020","510",,,,,"1020","510",,,,,"1020","510",,,,,"780","510",,,,,"23402624","https://media-cdn.tripadvisor.com/media/photo-m/1280/24/22/f6/d2/the-new-york-cheese-we.jpg","false","false","-1.259076",,"","Nairobi","36.807087","Breakfast","Lunch",,,,,,"The Daily Cafe & Bistro - Jalaram",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","Closed Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0114875940","13","$$ - $$$",,"832","741","#741 of 1,048 places to eat in Nairobi","3","2","0","0","0","2","3.0007126331329346",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d23402624-Reviews-The_Daily_Cafe_Bistro_Jalaram-Nairobi.html","http://www.thedaily.co.ke/"
"Marsabit Plaza 7th Floor, Along Ngong Road, Nairobi 00200 Kenya","Nairobi","Kenya","00200",,,"Marsabit Plaza 7th Floor, Along Ngong Road",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Bar","Pub","Vegetarian Friendly",,,,,,,,,,,,,,"Lunch","Dinner","Late Night","Drinks",,,,,,,,,,,,,,,,,,,,,,,,,,"interscopeinternational@gmail.com","Restaurants",,,"Reservations","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1800","600",,,,,"1800","600",,,,,"11956832","https://media-cdn.tripadvisor.com/media/photo-o/10/02/d6/e0/the-attendees.jpg","false","false","-1.299704",,"","Nairobi","36.772842","Lunch","Dinner","Late Night","Drinks",,,,"Onyx Lounge & Restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 797 655500","5","$$ - $$$",,"832","725","#725 of 1,048 places to eat in Nairobi","3","7","0","3","2","8","3.008216381072998",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d11956832-Reviews-Onyx_Lounge_Restaurant-Nairobi.html","https://www.facebook.com/onyxke/"
"Karen Connection, Lower Plains Rd, Nairobi Kenya","Nairobi","Kenya",,,"Karen Connection,","Lower Plains Rd",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12146010",,"false","false","-1.32902",,"","Nairobi","36.71274",,,,,,,,"Shayana's Bar and Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 722 988689","0",,,"832","716","#716 of 1,048 places to eat in Nairobi","4","0","0","0","1","0","3.0110161304473877",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d12146010-Reviews-Shayana_s_Bar_and_Grill-Nairobi.html","http://www.shayanas.co.ke"
"Westlands Road, Nairobi Kenya","Nairobi","Kenya",,,"Westlands Road",,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","African","Ethiopian",,,,,,,,,,,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,,,,,,,"6523410",,"false","false","-1.28772",,"","Nairobi","36.79853","Breakfast","Lunch","Dinner",,,,,"Smart village",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 726 711027","0",,,"832","717","#717 of 1,048 places to eat in Nairobi","4","0","0","0","1","0","3.0107576847076416","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d6523410-Reviews-Smart_village-Nairobi.html",
"James Gichuru Road 159, Nairobi Kenya","Nairobi","Kenya",,,"James Gichuru Road 159",,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Brew Pub","Bar","Pub","Gastropub","Dining bars",,,,,,,,,,,"Nairobi's Microbrewery and Beergarden Restaurant","Lunch","Dinner","Drinks",,,,,,,,,,,,,,,,,,,,,,,,,,,"info@craftychameleon.co.ke","Restaurants",,,"Takeout","Reservations","Parking Available","Street Parking","Serves Alcohol","Full Bar","Wine and Beer","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"25455940","https://media-cdn.tripadvisor.com/media/photo-o/29/b7/e0/da/caption.jpg","false","false","-1.282292",,"","Nairobi","36.766514","Lunch","Dinner","Drinks",,,,,"Crafty Chameleon Brewhouse And Restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 780 662249","16","$$ - $$$","$1,000 - $2,000","832","709","#709 of 1,048 places to eat in Nairobi","3","2","0","1","1","3","3.0122969150543213","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d25455940-Reviews-Crafty_Chameleon_Brewhouse_And_Restaurant-Nairobi.html","http://www.craftychameleon.co.ke"
"Exit 7, Thika Road Garden City Mall, Nairobi Kenya","Nairobi","Kenya",,,"Exit 7, Thika Road","Garden City Mall",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Indian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11911964","https://media-cdn.tripadvisor.com/media/photo-o/0d/e7/83/f7/arsham-indian-restaurant.jpg","false","false","-1.22354",,"","Nairobi","36.88755",,,,,,,,"Arsham",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"832","719","#719 of 1,048 places to eat in Nairobi","4","0","0","0","1","0","3.010129690170288",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d11911964-Reviews-Arsham-Nairobi.html","http://www.gardencitymall.co.ke/dining"
"Riverside Drive, Nairobi Kenya","Nairobi","Kenya",,,"Riverside Drive",,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9726475","https://media-cdn.tripadvisor.com/media/photo-o/0d/44/73/ad/img-20161011-204149-largejpg.jpg","false","false","-1.27027",,"","Nairobi","36.7983",,,,,,,,"Pots & Palms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 722 600606","5",,,"832","714","#714 of 1,048 places to eat in Nairobi","3.5","2","1","1","3","3","3.011791944503784","Café","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d9726475-Reviews-Pots_Palms-Nairobi.html",
"Maasai Lodge Road, Nairobi 00200 Kenya","Nairobi","Kenya","00200",,"Maasai Lodge Road","",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Italian","International","European",,,,,,,,,,,,,,"Late Night",,,,,,"Juice & Smoothies","Salad","Beef","Fish",,,,,,,,,,,,,,,,,,,,"rolfsplacepolo@gmail.com","Restaurants",,,"Reservations","Outdoor Seating","Seating","Parking Available","Serves Alcohol","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1627505","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/a9/c0/a4/bridge-entrance.jpg","false","false","-1.392138",,"","Nairobi","36.806404","Late Night",,,,,,,"Rolf's Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 722 265768","145","$$ - $$$","$15","833","723","#723 of 1,048 places to eat in Nairobi","3","31","24","29","41","40","3.009561538696289","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d1627505-Reviews-Rolf_s_Place-Nairobi.html",
"Ronald Ngala, Nairobi Kenya","Nairobi","Kenya","",,"Ronald Ngala","",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,,,,,,,,,"Breakfast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1096969",,"false","false","-1.28521",,"","Nairobi","36.82893","Breakfast",,,,,,"https://www.hapakenya.com/wp-content/uploads/2013/03/HighlandSceneMenu1100.jpg","Highland Annexe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20484493","Nairobi Central Business District","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"832","713","#713 of 1,048 places to eat in Nairobi","3.5","0","0","2","2","0","3.0118346214294434","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d1096969-Reviews-Highland_Annexe-Nairobi.html","http://www.hapakenya.com/restaurant-review-highlands-restaurant"
"Monrovia Street Loita Street, Nairobi Kenya","Nairobi","Kenya",,,"Monrovia Street","Loita Street",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","French","African","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6785295","https://media-cdn.tripadvisor.com/media/photo-o/07/bf/f8/7f/table-49-the-cbd-bistrot.jpg","false","false","-1.28134",,"","Nairobi","36.81792",,,,,,,,"Table 49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20484493","Nairobi Central Business District","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 715 741619","13","$$ - $$$",,"832","734","#734 of 1,048 places to eat in Nairobi","3.5","1","1","1","5","1","3.004356861114502","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d6785295-Reviews-Table_49-Nairobi.html",
"TRM Drive Thika Road Mall, Nairobi Kenya","Nairobi","Kenya",,,"TRM Drive","Thika Road Mall",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Mexican",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18937128","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/3b/f1/64/combo-tejano.jpg","false","false","-1.21962",,"","Nairobi","36.88868",,,,,,,,"Sabor a Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,"832","738","#738 of 1,048 places to eat in Nairobi","3","1","0","1","0","1","3.0027658939361572",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d18937128-Reviews-Sabor_a_Mexico-Nairobi.html","http://trm.co.ke/sabor-a-mexico/"
"Karuna Rd Sarit Centre, Ground Floor, Opposite New I&M bank, Nairobi Kenya","Nairobi","Kenya",,,"Karuna Rd","Sarit Centre, Ground Floor, Opposite New I&M bank",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Dutch","African","European",,,,,,,,,,,,,"With its BBROOD signature style open concept, this shop is located on the upper ground floor opposite Max shop and next to Fresh-2-Go. A range of other products complement our sourdough breads, among them our specialty coffee brewed by very experienced baristas to your taste. You can also enjoy your BBROOD coffee experiences from the comfort and cosiness of your home using our specially roasted coffee beans which are available whole or ground to your preference.","Brunch","Drinks","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,"info-ke@bbrood.com","Restaurants",,,"Delivery","Takeout","Seating","Parking Available","Highchairs Available","Wheelchair Accessible","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Discover",,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"11663367","https://media-cdn.tripadvisor.com/media/photo-m/1280/23/5a/2d/1a/sarit-centre-cafe.jpg","false","false","-1.261291",,"","Nairobi","36.801823","Brunch","Drinks","Breakfast","Lunch","Dinner",,"https://bbrood.co.ke/assortment/","BBROOD - Sarit Centre Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Closed Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 795 115033","6","$","$100 - $750","832","737","#737 of 1,048 places to eat in Nairobi","3.5","2","0","0","3","2","3.00288987159729","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d11663367-Reviews-BBROOD_Sarit_Centre_Cafe-Nairobi.html","https://bbrood.co.ke/sarit-centre-cafe/"
"Parklands Rd. Shell Service Station, Nairobi Kenya","Nairobi","Kenya",,,"Parklands Rd.","Shell Service Station",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Cafe","Mexican","African","Diner","Healthy",,,,,,,,,,,,"Breakfast","Lunch","Dinner","Brunch",,,,,,,,,,,,,,,,,,,,,,,,,,"guest.relations@javahouseafrica.com","Restaurants",,,"Delivery","Outdoor Seating","Seating","Parking Available","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1260","420",,,,,"1260","390",,,,,"1260","390",,,,,"1260","390",,,,,"1260","390",,,,,"1260","390",,,,,"1260","420",,,,,"14024602",,"false","false","-1.259183",,"","Nairobi","36.818546","Breakfast","Lunch","Dinner","Brunch",,,"https://www.javahouseafrica.com/our-menu/","Java House Parklands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Closed Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 740 048896","0","$","$150 - $1,500","832","739","#739 of 1,048 places to eat in Nairobi","3.5","1","0","0","1","1","3.0026702880859375","Café","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d14024602-Reviews-Java_House_Parklands-Nairobi.html","https://www.javahouseafrica.com/"
